小韻號,藤田條目號,韻目原貌,音韻地位,代表字,反切上字,反切下字,反切上字-又,反切下字-又,直音,反切上字地位,反切下字地位,反切上字地位-又,反切下字地位-又,對應廣韻小韻號,兩家差異注釋,代表字釋義,代表字釋義-又（又 = 李永富資料之與前一列不同者）
1527,9660,小,並三B宵上,藨,平,表,,,,並三B庚平,幫三A宵上,,,1691,,草名可為席.㦯作𦳤.平表反.二.,草名可爲蓆.或作𦳤.平表反.二.
1528a,9667,小,以合三脂上,鷕,以,沼｟小｠〈水〉,,,,以開三之上,書合三脂上,,,1692a,,雉聲.以沼反.三.,
1528b,9668,小,以開三宵上,溔,以,沼,,,,以開三之上,章開三宵上,,,1692b,,浩溔大水.,
1529,9670,小,清開三宵上,悄,七,小,,,,清開三真入,心開三宵上,,,1693,,憂心.七小反.一.,
1530,9672,小,精開三宵上,𠞰,子,小,,,,精開三之上,心開三宵上,,,1694,,絶.子小反.二.,
1531,9678,小,羣開三B宵上,𨲭,巨,小,,,,羣開三C魚上,心開三宵上,,,1695,,長㒵.巨小反.一.,長皃.巨小反.一.
1532,9679,小,來開三宵上,繚,力,小,,,,來開三蒸入,心開三宵上,,,1696,,〻繞.力小反.一.,繚繞.力小反.一.
1533,9688,巧,溪開二肴上,巧,苦,絞,,,,溪一模上,見開二肴上,,,1699,,苦絞反.又巧偽.苦教反.一.,苦絞反.又巧僞.苦教反.一.
1534,9689,巧,匣開二肴上,澩,下,巧,,,,匣開二麻上,溪開二肴上,,,1700,,動聲.下巧反.一.,
1535,9693,巧,幫二肴上,飽,博,巧,,,,幫一唐入,溪開二肴上,,,1701,,博巧反.一.,
1536,9694,巧,孃開二肴上,㺒,奴,巧,,,,泥一模平,溪開二肴上,,,1702,,擾乱.奴巧反.一曰事露.下巧反.一.,擾亂.奴巧反.一曰事露.又下巧反.一.
1537,9697,巧,明二肴上,卯,莫,飽,,,,明一唐入,幫二肴上,,,1703,,莫飽反.三.,
1538,9702,巧,見開二肴上,絞,古,巧,,,,見一模上,溪開二肴上,,,1704,,〻縛.古巧反.四.,絞縛.古巧反.四.
1539,9711,巧,莊開二肴上,爪,側,絞,,,,莊開三蒸入,見開二肴上,,,1705,,側絞反.三.,
1540,9716,巧,影開二肴上,拗,扵,絞,,,,影開三C魚平,見開二肴上,,,1706,,手撥.扵絞反.一.,
1541,9718,巧,並二肴上,鮑,薄,巧,,,,並一唐入,溪開二肴上,,,1707,,薄巧反.一.,
1542,9721,巧,疑開二肴上,齩,五,巧,,,,疑一模上,溪開二肴上,,,1708,,五巧反.一.,
1543,9722,巧,初開二肴上,煼,楚,巧,,,,初開三魚上,溪開二肴上,,,1710,,熬.楚巧反.一.,
1544,9726,晧,匣開一豪上,晧,胡,老,,,,匣一模平,來開一豪上,,,1713,,光.胡老反.八.,
1545,9740,晧,並一豪上,抱,薄,浩,,,,並一唐入,匣開一豪上,,,1714,,薄浩反.一.,
1546,9741,晧,來開一豪上,老,盧,浩,,,,來一模平,匣開一豪上,,,1715,,盧浩反.六.,
1547,9750,晧,透開一豪上,討,他,浩,,,,透開一歌平,匣開一豪上,,,1716,,他浩反.三.,
1548,9753,晧,定開一豪上,道,徒,浩,,,,定一模平,匣開一豪上,,,1717,,徒浩反.三.,
1549,9756,晧,泥開一豪上,腦,奴,浩,,晧,,泥一模平,匣開一豪上,,,1718,,奴浩反.古作腦.四.,奴晧反.古作𦛁.四.
1550,9761,晧,端開一豪上,倒,都,浩,,,,端一模平,匣開一豪上,,,1720,,都浩反.五.,都浩反.四.
1551,9769,晧,心開一豪上,嫂,蘇,浩,,,,心一模平,匣開一豪上,,,1719,,俗作㛐.蘇浩反.三.,俗作嫂.蘇浩反.三.
1552,9775,晧,清開一豪上,草,七,掃,,嫂,,清開三真入,心開一豪上,,,1721,,七掃反.二.,七嫂反.三.
1553,9779,晧,精開一豪上,早,子,浩,,,,精開三之上,匣開一豪上,,,1722,,子浩反.八.,
1554,9789,晧,從開一豪上,皁,昨,早,,,,從開一唐入,精開一豪上,,,1723,,昨早反.三.,
1555,9793,晧,見開一豪上,暠,古,老,,,,見一模上,來開一豪上,,,1724,,古老反.四.,
1556,9801,晧,曉開一豪上,好,呼,浩,,,,曉一模平,匣開一豪上,,,1725,,呼浩反.一.,呼浩反.又呼到反.一.
1557,9802,晧,明一豪上,蓩,武,道,,,,明三C虞上,定開一豪上,,,1726,,毒草.武道反.又地名.又亡毒反.一.,
1558,9804,晧,幫一豪上,寶,博,抱,,,,幫一唐入,並一豪上,,,1727,,古作珤.博抱反.六.,
1559,9815,晧,影開一豪上,襖,烏,浩,,,,影一模平,匣開一豪上,,,1728,,〻袍.烏浩反.六.,襖袍.烏浩反.六.
1560,9824,晧,溪開一豪上,考,苦,浩,,,,溪一模上,匣開一豪上,,,1729,,苦浩反.四.,
1561,9832,哿,見開一歌上,哿,古,我,,,,見一模上,疑開一歌上,,,1731,,嘉.古我反.二.,
1562,9835,哿,曉合一歌上,火,呼,果,,,,曉一模平,見合一歌上,,,1759,,呼果反.一.,
1563,9837,哿,見合一歌上,果,古,火,,,,見一模上,曉合一歌上,,,1745,,古火反.六.,古火反.五.
1564,9845,哿,端合一歌上,埵,丁,果,,,,端開四青平,見合一歌上,,,1746,,丁果反.六.,
1565,9855,哿,心合一歌上,鎖,蘇,果,,,,心一模平,見合一歌上,,,1747,,䥫鎖.俗作鏁.蘇果反.五.,鐵鎖.俗作鏁.蘇果反.五.
1566,9864,哿,定合一歌上,墮,徒,果,,,,定一模平,見合一歌上,,,1748,,落.徒果反.又倭墮髻.又他果反.六.,
1567,9876,哿,透合一歌上,妥,他,果,,,,透開一歌平,見合一歌上,,,1749,,安.他果反.一.,
1568,9882,哿,滂一歌上,叵,普,可,,,,滂一模上,溪開一歌上,,,1757,,普可反.二.,
1569,9884,哿,幫一歌上,跛,布,火,,,,幫一模去,曉合一歌上,,,1756,,〻𠯁.布火反.三.,跛足.布火反.三.
1570,9887,哿,來合一歌上,躶,郎,果,,,,來開一唐平,見合一歌上,,,1753,,赤軆.郎果反.四.,赤體.郎果反.四.
1571,9891,哿,匣合一歌上,禍,胡,果,,,,匣一模平,見合一歌上,,,1758,,胡果反.二.,
1572,9893,哿,溪合一歌上,顆,枯,果,,,,溪一模平,見合一歌上,,,1760,,小頭.枯果反.一.,
1573,9895,哿,從合一歌上,坐,徂,果,,,,從一模平,見合一歌上,,,1751,,徂果反.一.,
1574,9896,哿,定開一歌上,爹,徒,可,,,,定一模平,溪開一歌上,,,1735,,北方人呼父.徒可反.三.,
1575,9902,哿,溪開一歌上,可,枯,我,,,,溪一模平,疑開一歌上,,,1742,,枯我反.一.,
1576,9904,哿,疑開一歌上,我,五,可,,,,疑一模上,溪開一歌上,,,1736,,五可反.二.,
1577,9908,哿,精開一歌上,左,作,可,,,,精開一唐入,溪開一歌上,,,1744,,作可反.一.,
1578,9909,哿,明一歌上,麼,莫,可,,,,明一唐入,溪開一歌上,,,1750,,幺麼細小.莫可反.一.,
1579,9910,哿,曉開一歌上,㰤,呼,我,,可,,曉一模平,疑開一歌上,,溪開一歌上,1741,,大𥬇.㦯作㗿.呼我反.二.,大𥬇.或作㗿.呼可反.二.
1580,9913,哿,影合一歌上,婐,烏,果,,,,影一模平,見合一歌上,,,1754,,〻𡛖身弱好.烏果反.一.,婐姽身弱好.烏果反.一.
1581,9915,哿,泥合一歌上,𡛖,奴,果,,,,泥一模平,見合一歌上,,,1755,李永富無此小韻,奴果反.一.,
1582,9917,哿,影開一歌上,𨵅,烏,可,,,,影一模平,溪開一歌上,,,1743,,欲傾.烏可反.三.,
1583,9921,哿,泥開一歌上,橠,乃,可,,,,泥開一咍上,溪開一歌上,,,1739,,乃可反.一.,
1584,9923,哿,來開一歌上,㰁,勒,可,,,,來開一登入,溪開一歌上,,,1738,,〻椏樹斜.勒可反.二.,㰁椏樹斜.勒可反.二.
1585,9927,哿,疑合一歌上,姽,五,果,,,,疑一模上,見合一歌上,,,1752,,好㒵.五果反.一.,好皃.五果反.一.
1586,9929,哿,心開一歌上,縒,蘇,可,,,,心一模平,溪開一歌上,,,1734,,鮮㓗㒵.蘇可反.一.,鮮潔皃.蘇可反.一.
1587,9930,哿,清開一歌上,瑳,千,可,,,,清開四先平,溪開一歌上,,,1732,,玉色鮮.千可反.一.,
1588,9932,哿,端開一歌上,嚲,丁,可,,,,端開四青平,溪開一歌上,,,1733,,𡸁㒵.丁可反.一.,垂皃.丁可反.一.
1589,9941,馬,明二麻上,馬,莫,下,,,,明一唐入,匣開二麻上,,,1764,,莫下反.三.,莫下反.二.
1590,9944,馬,章開三麻上,者,之,野,,,,章開三之平,以開三麻上,,,1765,,之野反.二.,
1591,9946,馬,以開三麻上,野,以,者,,,,以開三之上,章開三麻上,,,1766,,以者反.三.,
1592,9949,馬,疑開二麻上,雅,五,下,,,,疑一模上,匣開二麻上,,,1767,,楚烏.五下反.五.,
1593,9954,馬,見開二麻上,檟,古,雅,,,,見一模上,疑開二麻上,,,1768,,古雅反.五.,
1594,9962,馬,影開二麻上,啞,烏,雅,,,,影一模平,疑開二麻上,,,1770,,不䏻言.烏雅反.一.,不能言.烏雅反.一.
1595,9963,馬,邪開三麻上,灺,徐,野,,,,邪開三魚平,以開三麻上,,,1771,,燭餘.徐野反.一.,
1596,9964,馬,匣開二麻上,下,胡,雅,,,,匣一模平,疑開二麻上,,,1772,,胡雅反.二.,
1597,9968,馬,心開三麻上,寫,悉,野,,,,心開三真入,以開三麻上,,,1773,,悉野反.二.,
1598,9972,馬,曉開二麻上,㗿,許,下,,,,曉開三C魚上,匣開二麻上,,,1777,,大𥬇.許下反.二.,
1599,9974,馬,清開三麻上,且,七,野,,,,清開三真入,以開三麻上,,,1776,,七野反.一.,
1600,9975,馬,溪開二麻上,跒,苦,下,,夏,,溪一模上,匣開二麻上,,,1779,,跁跒行㒵.苦下反.一.,跁跒行皃.苦夏反.一.
1601,9976,馬,並二麻上,跁,傍,下,,,,並一唐平,匣開二麻上,,,1780,,傍下反.二.,
1602,9978,馬,常開三麻上,社,市,者,,,,常開三之上,章開三麻上,,,1778,,市者反.一.,
1603,9979,馬,書開三麻上,捨,書,者,,,,書開三魚平,章開三麻上,,,1781,,書者反.一.,
1604,9981,馬,精開三麻上,姐,慈〈兹〉,野,,,,精開三之平,以開三麻上,,,1782,,羌人呼母.一曰𢢔.慈野反.一.,羌人呼母.一曰慢.慈野反.一.
1605,9984,馬,幫二麻上,把,博,下,,,,幫一唐入,匣開二麻上,,,1783,,博下反.一.,
1606,9986,馬,匣合二麻上,踝,胡,瓦,,,,匣一模平,疑合二麻上,,,1784,,𠯁骨.胡瓦反.二.,足骨.胡瓦反.二.
1607,9995,馬,見合二麻上,寡,古,瓦,,,,見一模上,疑合二麻上,,,1785,,古瓦反.二.,
1608,9997,馬,疑合二麻上,瓦,五,寡,,,,疑一模上,見合二麻上,,,1786,,五寡反.一.,
1609,9998,馬,日開三麻上,𦴈,人,者,,,,日開三真平,章開三麻上,,,1787,,乾草.人者反.二.,
1610,10000,馬,莊開二麻上,鮓,側,下,,,,莊開三蒸入,匣開二麻上,,,1788,,側下反.一.,
1611,10004,馬,知開二麻上,觰,都,下,,,,端一模平,匣開二麻上,,,1789,,牛角横.都下反.一.,
1612,10005,馬,崇開二麻上,槎,士,下,,,,崇開三之上,匣開二麻上,,,1790,,𨒫斫木.士下反.又士加反.二.,逆斫木.士下反.又士加反.二.
1613,10010,馬,昌開三麻上,奲,車,者,,,,昌開三麻平,章開三麻上,,,1791,,寬大.車者反.四.,寛大.車者反.四.
1614,10015,馬,知開二麻上,䋾,竹,下,,,,知三東入,匣開二麻上,,,1792,,〻䋈相着㒵.竹下反.一.,䋾䋈相著皃.竹下反.一.
1615,10016,馬,孃開二麻上,䋈,奴,下,,,,泥一模平,匣開二麻上,,,1793,,奴下反.一.,
1616,10017,馬,溪合二麻上,髁,口,瓦,,,,溪一侯上,疑合二麻上,,,1794,,𦝫骨.口瓦反.一.,
1617,10021,感,見開一覃上,感,古,禫,,,,見一模上,定開一覃上,,,2005,,古禫反.六.,
1618,10029,感,定開一覃上,禫,徒,感,,,,定一模平,見開一覃上,,,2006,,𥙊名.徒感反.七.,祭名.徒感反.七.
1619,10038,感,影開一覃上,晻,烏,感,,,,影一模平,見開一覃上,,,2007,,暗.烏感反.六.,
1620,10046,感,泥開一覃上,腩,奴,感,,,,泥一模平,見開一覃上,,,2008,,煮宍.奴感反.三.,煑肉.奴感反.三.
1621,10050,感,透開一覃上,襑,他,感,,,,透開一歌平,見開一覃上,,,2009,,衣大.他感反.四.,
1622,10054,感,從開一覃上,歜,徂,感,,,,從一模平,見開一覃上,,,2010,,昌蒱葅.徂感反.二.,昌蒲葅.徂感反.二.
1623,10057,感,清開一覃上,慘,七,感,,,,清開三真入,見開一覃上,,,2011,,慼.七感反.三.,
1624,10063,感,疑開一覃上,顉,五,感,,,,疑一模上,見開一覃上,,,2012,,〻𢕕揺頭.五感反.一.,顉𢕕揺頭.五感反.二.
1625,10065,感,精開一覃上,昝,子,感,,,,精開三之上,見開一覃上,,,2013,,人姓.子感反.三.,
1626,10068,感,心開一覃上,糂,素,感,,,,心一模去,見開一覃上,,,2014,,㦯作糝.素感反.四.,或作糝.素感反.四.
1627,10072,感,溪開一覃上,坎,苦,感,,,,溪一模上,見開一覃上,,,2015,,苦感反.二.,
1628,10076,感,匣開一覃上,頷,胡,感,,,,匣一模平,見開一覃上,,,2016,,胡感反.五.,
1629,10085,感,來開一覃上,壈,盧,感,,,,來一模平,見開一覃上,,,2017,,坎𡒄.盧感反.二.,坎壈.盧感反.二.
1630,10091,感,端開一覃上,黕,都,感,,,,端一模平,見開一覃上,,,2018,,滓垢.都感反.二.,
1631,10098,敢,見開一談上,敢,古,覽,,,,見一模上,來開一談上,,,2020,,古覽反.三.,
1632,10101,敢,來開一談上,覽,盧,敢,,,,來一模平,見開一談上,,,2022,,視.盧敢反.三.,
1633,10105,敢,透開一談上,菼,吐,敢,,,,透一模上,見開一談上,,,2023,,荻.吐敢反.二.,
1634,10109,敢,端開一談上,膽,都,敢,,,,端一模平,見開一談上,,,2024,,肝膽.都敢反.二.,
1635,10115,敢,定開一談上,噉,徒,敢,,,,定一模平,見開一談上,,,2025,,〻食.㦯作啖.徒敢反.三.,噉食.或作啖.徒敢反.三.
1636,10121,敢,清開一談上,黲,倉,敢,,,,清開一唐平,見開一談上,,,2026,,日暗色.倉敢反.一.,日暗色.倉敢反.又七感反.一.
1637,10122,敢,明一談上,㛧,謨,敢,,,,明一模平,見開一談上,,,2027,,鄉名在河東猗𫞕縣.謨敢反.一.,鄉名在河東猗氏縣.謨敢反.一.
1638,10123,敢,精開一談上,䭕,子,敢,,,,精開三之上,見開一談上,,,2028,,食無味.子敢反.一.,
1639,10124,敢,從開一談上,槧,才,敢,,,,從開一咍平,見開一談上,,,2029,,削板牘.才敢反.又七廉反.一.,削版牘.才敢反.又七廉反.一.
1640,10125,敢,影開一談上,埯,安,敢,央,,,影開一寒平,見開一談上,影開三C陽平,,2031,,坑.安敢反.一.,坑.央敢反.一.
1641,10127,養,以開三陽上,養,餘,兩,,,,以開三魚平,來開三陽上,,,1800,,餘兩反.三.,
1642,10131,養,邪開三陽上,像,詳,兩,,,,邪開三陽平,來開三陽上,,,1801,,詳兩反.四.,俗作像.詳兩反.四.
1643,10137,養,精開三陽上,㢡,即,兩,,,,精開三蒸入,來開三陽上,,,1802,,即兩反.三.,勸.即兩反.三.
1644,10141,養,來開三陽上,兩,良,㢡,,,,來開三陽平,精開三陽上,,,1803,,良㢡反.五.,
1645,10151,養,羣開三C陽上,勥,其,兩,,,,羣開三C之平,來開三陽上,,,1805,,其兩反.一.,
1646,10156,養,影開三C陽上,鞅,扵,兩,,,,影開三C魚平,來開三陽上,,,1804,,扵兩反.四.,
1647,10167,養,疑開三C陽上,仰,魚,兩,,,,疑開三C魚平,來開三陽上,,,1806,,魚兩反.一.,
1648,10168,養,初開三陽上,磢,測,兩,,,,初開三蒸入,來開三陽上,,,1807,,瓦石洗物.測兩反.三.,
1649,10172,養,心開三陽上,想,息,兩,思,,,心開三蒸入,來開三陽上,心開三之平,,1808,,息兩反.一.,思兩反.一.
1650,10173,養,章開三陽上,掌,職,兩,,,,章開三蒸入,來開三陽上,,,1809,,職兩反.一.,
1651,10175,養,生開三陽上,爽,踈,兩,,,,生開三魚平,來開三陽上,,,1810,,踈兩反.三.,
1652,10180,養,昌開三陽上,敞,昌,兩,,,,昌開三陽平,來開三陽上,,,1812,,昌兩反.三.,
1653,10184,養,曉開三C陽上,響,許,兩,,,,曉開三C魚上,來開三陽上,,,1811,,聲.許兩反.四.,
1654,10190,養,見開三C陽上,繈,居,兩,,,,見開三C魚平,來開三陽上,,,1813,,𢇁有莭.居兩反.三.,絲有節.居兩反.三.
1655,10194,養,澄開三陽上,丈,直,兩,,,,澄開三蒸入,來開三陽上,,,1814,,直兩反.二.,
1656,10198,養,徹開三陽上,昶,丑,兩,,,,徹三尤上,來開三陽上,,,1815,,通.丑兩反.一.,
1657,10199,養,日開三陽上,壤,如,兩,,,,日開三魚平,來開三陽上,,,1817,,圡.如兩反.四.,土.如兩反.四.
1658,10207,養,書開三陽上,賞,識,兩,,,,書開三蒸入,來開三陽上,,,1818,,識兩反.二.,
1659,10210,養,滂三C陽上,髣,芳,兩,,,,滂三C陽平,來開三陽上,,,1819,,〻髴.古作仿佛.芳兩反.二.,髣髴.古作仿佛.芳兩反.二.
1660,10214,養,明三C陽上,罔,文,兩,,,,明三C文平,來開三陽上,,,1820,,無.文兩反.五.,
1661,10222,養,幫三C陽上,昉,方,兩,,,,幫三C陽平,來開三陽上,,,1821,,方兩反.二.,
1662,10225,養,影合三C陽上,枉,紆,往,,,,影合三C虞平,云合三C陽上,,,1822,,紆往反.二.,
1663,10229,養,云合三C陽上,往,王,兩,,,,云合三C陽平,來開三陽上,,,1823,,王兩反.一.,
1664,10230,養,曉合三C陽上,怳,許,昉,,,,曉開三C魚上,幫三C陽上,,,1824,,狂.許昉反.一.,
1665,10232,養,常開三陽上,上,時,掌,,,,常開三之平,章開三陽上,,,1827,,時掌反.一.,時掌反.又時亮反.一.
1666,10238,蕩,定開一唐上,蕩,堂,朗,,,,定開一唐平,來開一唐上,,,1832,,大.堂朗反.七.,
1667,10248,蕩,見合一唐上,廣,古,晃,,,,見一模上,匣合一唐上,,,1834,,古晃反.一.,
1668,10249,蕩,心開一唐上,顙,蘇,朗,,,,心一模平,來開一唐上,,,1833,,額.蘇朗反.三.,
1669,10253,蕩,幫一唐上,榜,博,朗,薄,,,幫一唐入,來開一唐上,並一唐入,,1835,,木片.博朗反.三.,木片.薄朗反.三.
1670,10258,蕩,精開一唐上,駔,子,朗,,,,精開三之上,來開一唐上,,,1836,,會馬市人.子朗反.一.,
1671,10259,蕩,泥開一唐上,曩,奴,朗,,,,泥一模平,來開一唐上,,,1837,,奴朗反.一.,
1672,10260,蕩,匣開一唐上,沆,胡,朗,,,,匣一模平,來開一唐上,,,1838,,〻瀣氣.胡朗反.一.,沆瀣氣.胡朗反.一.
1673,10262,蕩,透開一唐上,曭,他,朗,,,,透開一歌平,來開一唐上,,,1839,,日不眀.他朗反.七.,日不明.他朗反.七.
1674,10269,蕩,明一唐上,莽,莫,朗,模,,,明一唐入,來開一唐上,明一模平,,1840,,草.古作茻.莫朗反.又莫古反.七.,草.古作茻.模朗反.又莫古反.七.
1675,10276,蕩,端開一唐上,黨,德,朗,,,,端開一登入,來開一唐上,,,1841,,德朗反.三.,
1676,10281,蕩,來開一唐上,朗,盧,黨,,,,來一模平,端開一唐上,,,1842,,盧黨反.一.,
1677,10283,蕩,影開一唐上,坱,烏,朗,,,,影一模平,來開一唐上,,,1843,,塵埃吴人云.烏朗反.四.,塵埃呉人云.烏朗反.四.
1678,10289,蕩,溪開一唐上,慷,苦,朗,,,,溪一模上,來開一唐上,,,1844,,〻慨.苦朗反.一.,慷慨.苦朗反.一.
1679,10292,蕩,影合一唐上,㳹,烏,晃,,,,影一模平,匣合一唐上,,,1845,,大水.烏晃反.一.,
1680,10293,蕩,匣合一唐上,晃,胡,廣,,,,匣一模平,見合一唐上,,,1846,,胡廣反.六.,
1681,10299,蕩,滂一唐上,髈,匹,朗,,,,滂三A真入,來開一唐上,,,1847,,髀吴人云.匹朗反.二.,髀吳人云.匹朗反.二.
1682,10301,蕩,曉合一唐上,慌,虎,晃,,,,曉一模上,匣合一唐上,,,1848,,戃慌.虎晃反.二.,
1683,10305,蕩,見開一唐上,𨟼,各,朗,,,,見開一唐入,來開一唐上,,,1849,,鹽𤀎.㦯作㽘.各朗反.一.,鹽澤.或作㽘.各朗反.一.
1684,10307,蕩,從開一唐上,奘,徂,朗,,,,從一模平,來開一唐上,,,1851,藤田無此小韻,徂朗反.秦晉間謂為大奘.一.,
1685,10309,梗,見開二庚上,梗,古,杏,,,,見一模上,匣開二庚上,,,1855,,桔梗藥.古杏反.七.,
1686,10317,梗,幫三B庚上,丙,兵,永,,,,幫三B庚平,云合三B庚上,,,1856,,兵永反.五.,
1687,10324,梗,見開三B庚上,警,几,影,,,,見開三B脂上,影開三B庚上,,,1857,,几影反.四.,
1688,10331,梗,影開三B庚上,影,扵,丙,,,,影開三C魚平,幫三B庚上,,,1858,,扵丙反.一.,
1689,10335,梗,生開三庚上,省,所,景,,,,生開三魚上,見開三B庚上,,,1859,,所景反.又息井反.三.,所景反.又思井反.三.
1690,10341,梗,云合三B庚上,永,榮,昞,,,,云合三B庚平,幫三B庚上,,,1860,,榮昞反.一.,
1691,10342,梗,明三B庚上,皿,武,永,,,,明三C虞上,云合三B庚上,,,1862,,噐.武永反.一.,器.武永反.二.
1692,10345,梗,見合三B庚上,憬,舉,永,,,,見開三C魚上,云合三B庚上,,,1863,,逺.舉永反.三.,
1693,10349,梗,匣開二庚上,杏,何,梗,胡,,,匣開一歌平,見開二庚上,匣一模平,,1864,,何梗反.二.,胡梗反.二.
1694,10351,梗,明二庚上,猛,莫,杏,,,,明一唐入,匣開二庚上,,,1865,,莫杏反.五.,
1695,10358,梗,見合二庚上,礦,古,猛,,,,見一模上,明二庚上,,,1866,,金璞.古猛反.四.,
1696,10363,梗,知開二庚上,盯,張,梗,,,,知開三陽平,見開二庚上,,,1868,,𥋝盯.張梗反.一.,
1697,10364,梗,澄開二庚上,瑒,徒,杏,,,,定一模平,匣開二庚上,,,1869,,玉名.徒杏反.一.,
1698,10365,梗,影合二庚上,䁝,烏,猛,,,,影一模平,明二庚上,,,1870,,清㓗.烏猛反.一.,清潔.烏猛反.一.
1699,10366,梗,端開二庚上,打,德,冷,,,,端開一登入,來開二庚上,,,1871,李永富無此小韻,德冷反.一.,
1700,10367,梗,來開二庚上,冷,魯,打,,,,來一模上,端開二庚上,,,1872,李永富無此小韻,魯打反.一.,
1701,10369,耿,見開二耕上,耿,古,幸,,,,見一模上,匣開二耕上,,,1877,,古幸反.二.,
1702,10371,耿,明二耕上,䁅,武,幸,,,,明三C虞上,匣開二耕上,,,1878,,武幸反.二.,
1703,10373,耿,匣開二耕上,幸,胡,耿,,,,匣一模平,見開二耕上,,,1879,,寵.胡耿反.二.,
1704,10376,耿,並二耕上,𠊧,蒲,幸,,,,並一模平,匣開二耕上,,,1880,,且.㦯作併.蒲幸反.二.,且.或作併.蒲幸反.二.
1705,10379,静,從開三清上,靜,疾,郢,,,,從開三真入,以開三清上,,,1882,,疾郢反.二.,
1706,10386,静,章開三清上,整,之,郢,,,,章開三之平,以開三清上,,,1883,,之郢反.一.,俗作☒.之郢反.一.
1707,10387,静,徹開三清上,逞,丑,郢,,,,徹三尤上,以開三清上,,,1884,,疾.丑郢反.二.,
1708,10392,静,以開三清上,郢,以,整,,,,以開三之上,章開三清上,,,1885,,楚地.以整反.二.,
1709,10395,静,羣開三A清上,痙,其,郢,,,,羣開三C之平,以開三清上,,,1886,,風強病.其郢反.一.,
1710,10397,静,以合三清上,潁,餘,頃,,,,以開三魚平,溪合三A清上,,,1887,,水名在汝南.餘頃反.二.,
1711,10400,静,來開三清上,領,李,郢,,,,來開三之上,以開三清上,,,1888,,李郢反.三.,李郢反.四.
1712,10406,静,見開三A清上,頸,居,郢,,,,見開三C魚平,以開三清上,,,1889,,項.居郢反.又巨成反.一.,
1713,10407,静,幫三A清上,餅,必,郢,,,,幫三A真入,以開三清上,,,1890,,必郢反.二.,
1714,10409,静,溪合三A清上,頃,去,潁,,,,溪開三C魚去,以合三清上,,,1891,,去潁反.一.,
1715,10412,静,精開三清上,井,子,郢,,,,精開三之上,以開三清上,,,1892,,子郢反.二.,
1716,10414,静,影開三A清上,癭,扵,郢,,,,影開三C魚平,以開三清上,,,1893,,病.扵郢反.二.,
1717,10417,静,清開三清上,請,七,靜,,,,清開三真入,從開三清上,,,1894,,七靜反.又疾盈疾姓二反.一.,
1718,10426,迥,匣合四青上,迥,戸,鼎,,,,匣一模上,端開四青上,,,1898,,逺.戸鼎反.三.,
1719,10429,迥,見合四青上,泂,古,鼎,,,,見一模上,端開四青上,,,1899,,古鼎反.三.,
1720,10435,迥,明四青上,茗,莫,迥,,,,明一唐入,匣合四青上,,,1900,,〻草.莫迥反.四.,茗草.莫迥反.四.
1721,10440,迥,端開四青上,頂,丁,挺,,茗,,端開四青平,定開四青上,,明四青上,1901,,〻𩕳頭上.丁挺反.六.,頂𩕳頭上.丁茗反.六.
1722,10450,迥,定開四青上,挺,徒,鼎,,,,定一模平,端開四青上,,,1902,,〻出.徒鼎反.五.,挺出.徒鼎反.五.
1723,10457,迥,透開四青上,珽,他,鼎,,,,透開一歌平,端開四青上,,,1903,,玉名.他鼎反.四.,
1724,10467,迥,從開四青上,汫,徂,醒,,,,從一模平,心開四青上,,,1904,,徂醒反.一.,
1725,10468,迥,影合四青上,濙,烏,迥,,,,影一模平,匣合四青上,,,1905,,汫濙小水.烏迥反.一.,
1726,10469,迥,溪開四青上,謦,去,挺,,,,溪開三C魚去,定開四青上,,,1906,,〻欬.去挺反.一.,謦欬.去挺反.一.
1727,10474,迥,泥開四青上,𩕳,乃,挺,,,,泥開一咍上,定開四青上,,,1907,,頂𩕳.乃挺反.二.,
1728,10477,迥,匣開四青上,婞,下,挺,,,,匣開二麻上,定開四青上,,,1908,,佷.下挺反.四.,很.下挺反.四.
1729,10483,迥,心開四青上,醒,蘇,挺,,,,心一模平,定開四青上,,,1909,,蘇挺反.一.,
1730,10485,迥,幫四青上,鞞,補,鼎,,,,幫一模上,端開四青上,,,1910,,刀室.補鼎反.一.,
1731,10486,迥,溪合四青上,褧,口,迥,,,,溪一侯上,匣合四青上,,,1911,,〻衣.口迥反.三.,褧衣.口迥反.三.
1732,10489,迥,見開四青上,剄,古,挺,,,,見一模上,定開四青上,,,1912,,断首.古挺反.一.,斷首.古挺反.一.
1733,10491,迥,滂四青上,頩,匹,迥,,,,滂三A真入,匣合四青上,,,1913,,𣫍容.匹迥反.一.,斂容.匹迥反.楚辭曰玉色頩以晩顔兮.一.
1734,10492,迥,來開四青上,笭,力,鼎,,,,來開三蒸入,端開四青上,,,1915,,篝笭籠.力鼎反.二.,
1735,10495,迥,並四青上,並,萍,迥,,,,並四青平,匣合四青上,,,1916,,比.萍迥反.二.,
1736,10499,有,云三C尤上,有,云,久,,,,云合三C文平,見三C尤上,,,1927,,云久反.四.,
1737,10506,有,來三尤上,柳,力,久,,,,來開三蒸入,見三C尤上,,,1928,,力久反.六.,
1738,10517,有,徹三尤上,丑,勑,久,,,,徹開三蒸入,見三C尤上,,,1930,,勑久反.二.,
1739,10519,有,孃三尤上,紐,女,久,,,,孃開三魚上,見三C尤上,,,1929,,結.女久反.四.,
