小韻號,藤田條目號,韻目原貌,音韻地位,代表字,反切上字,反切下字,反切上字-又,反切下字-又,直音,反切上字地位,反切下字地位,反切上字地位-又,反切下字地位-又,對應廣韻小韻號,兩家差異注釋,代表字釋義,代表字釋義-又（又 = 李永富資料之與前一列不同者）
900,6460,尤,以三尤平,猷,以,周,,,,以開三之上,章三尤平,,,990,,以周反.十九.,
901,6501,尤,疑三C尤平,牛,語,求,,,,疑開三C魚上,羣三C尤平,,,991,,語求反.一.,
902,6502,尤,精三尤平,遒,即,由,,,,精開三蒸入,以三尤平,,,992,,盡.即由反.又字秋反.四.,
903,6513,尤,從三尤平,酋,字,秋,,,,從開三之去,清三尤平,,,993,,長.字秋反.二.,
904,6527,尤,心三尤平,脩,息,流,,,,心開三蒸入,來三尤平,,,994,,脯.息流反.四.,
905,6534,尤,徹三尤平,抽,勑,鳩,,,,徹開三蒸入,見三C尤平,,,995,,勑鳩反.三.,
906,6542,尤,昌三尤平,犨,赤,周,,,,昌開三清入,章三尤平,,,997,,白色牛.赤周反.一.,
907,6543,尤,章三尤平,周,職,鳩,,,,章開三蒸入,見三C尤平,,,998,,職鳩反.六.,
908,6553,尤,常三尤平,讎,市,流,,,,常開三之上,來三尤平,,,999,,疋.市流反.四.,匹.市流反.四.
909,6559,尤,日三尤平,柔,耳,由,,,,日開三之上,以三尤平,,,1000,,耳由反.七.,
910,6575,尤,書三尤平,收,式,周,,,,書開三蒸入,章三尤平,,,1001,,式周反.一.,
911,6576,尤,溪三C尤平,丘,去,求,,,,溪開三C魚去,羣三C尤平,,,1002,,去求反.三.,
912,6581,尤,滂三C尤平,䬌,匹,尤,,,,滂三A真入,云三C尤平,,,1003,,風吹㒵.匹尤反.二.,風吹皃.匹尤反.二.
913,6589,尤,精三尤平,啾,子,由,,,,精開三之上,以三尤平,,,992,藤田無此小韻,子由反.一.,
914,6591,尤,見三C尤平,鳩,居,求,,,,見開三C魚平,羣三C尤平,,,1004,,居求反.三.,
915,6600,尤,幫三C尤平,不,甫,鳩,,,,幫三C虞上,見三C尤平,,,1005,,甫鳩反.又甫救甫九二反.一.,
916,6602,尤,生三尤平,𢯱,所,鳩,,,,生開三魚上,見三C尤平,,,1006,,索.俗作搜.所鳩反.十.,
917,6617,尤,初三尤平,搊,楚,尤,,,,初開三魚上,云三C尤平,,,1007,,手𢬞.楚尤反.二.,手搊.楚尤反.二.
918,6621,尤,莊三尤平,鄒,側,鳩,,,,莊開三蒸入,見三C尤平,,,1008,,地名.側鳩反.五.,
919,6631,尤,崇三尤平,愁,士,求,,,,崇開三之上,羣三C尤平,,,1009,,士求反.一.,
920,6633,尤,曉三C尤平,休,許,尤,,,,曉開三C魚上,云三C尤平,,,1010,,許尤反.三.,
921,6644,尤,溪開三B幽平,惆,去,愁,,,,溪開三C魚去,崇三尤平,,,996,,戾.去愁反.一.,
922,6645,尤,邪三尤平,囚,似,由,,,,邪開三之上,以三尤平,,,1011,,似由反.二.,
923,6650,尤,澄三尤平,儔,直,由,,,,澄開三蒸入,以三尤平,,,1012,,直由反.十三.,
924,6674,尤,知三尤平,輈,張,流,,,,知開三陽平,來三尤平,,,1013,,車轅.張流反.四.,
925,6680,尤,羣三C尤平,裘,巨,鳩,,,,羣開三C魚上,見三C尤平,,,1014,,巨鳩反.十二.,
926,6716,尤,並三C尤平,浮,薄,謀,,,,並一唐入,明三C尤平,,,1015,,薄謀反.十七.,
927,6742,尤,明三C尤平,謀,莫,浮,,,,明一唐入,並三C尤平,,,1016,,莫浮反.十二.,
928,6763,侯,匣一侯平,侯,胡,溝,,,,匣一模平,見一侯平,,,1017,,胡溝反.十二.,
929,6782,侯,影一侯平,謳,烏,侯,,,,影一模平,匣一侯平,,,1018,,烏侯反.八.,
930,6798,侯,泥一侯平,羺,奴,溝,女,,,泥一模平,見一侯平,孃開三魚上,,1019,,胡羊.奴溝反.三.,胡羊.女溝反.三.
931,6801,侯,來一侯平,樓,落,侯,,,,來開一唐入,匣一侯平,,,1020,,落侯反.十四.,
932,6825,侯,心一侯平,涑,速,侯,,,,心一東入,匣一侯平,,,1021,,浣.速侯反.一.,
933,6828,侯,溪一侯平,彄,恪,侯,,,,溪開一唐入,匣一侯平,,,1022,,弓彄.恪侯反.六.,
934,6838,侯,曉一侯平,齁,呼,侯,,,,曉一模平,匣一侯平,,,1023,,〻䶎鼻息.呼侯反.一.,齁䶎鼻息.呼侯反.一.
935,6839,侯,精一侯平,𣠏,子,侯,,,,精開三之上,匣一侯平,,,1024,,麻幹.子侯反.一.,
936,6843,侯,透一侯平,偷,託,侯,,,,透開一唐入,匣一侯平,,,1025,,託侯反.四.,
937,6847,侯,定一侯平,頭,度,侯,,,,定一模去,匣一侯平,,,1026,,度侯反.三.,
938,6858,侯,疑一侯平,齵,五,侯,,,,疑一模上,匣一侯平,,,1027,,齱齵.五侯反.一.,
939,6859,侯,見一侯平,鉤,古,侯,,,,見一模上,匣一侯平,,,1028,,古侯反.十四.,
940,6874,侯,端一侯平,兜,當,侯,,,,端開一唐平,匣一侯平,,,1029,,〻鍪.當侯反.五.,兜鍪.當侯反.五.
941,6881,侯,從一侯平,㔌,徂,鉤,,,,從一模平,見一侯平,,,1030,,細断.徂鉤反.一.,細斷.徂鉤反.一.
942,6885,幽,影開三A幽平,幽,扵,虬,,,,影開三C魚平,羣開三A幽平,,,1034,,扵虬反.三.,
943,6892,幽,羣開三A幽平,虬,渠,幽,,,,羣開三C魚平,影開三A幽平,,,1035,,〻龍.渠幽反.又居幽反.四.,虬龍.渠幽反.又居幽反.四.
944,6899,幽,幫三B幽平,彪,甫,休,,,,幫三C虞上,曉開三B幽平,,,1036,,虎文.甫休反.三.,
945,6902,幽,見開三A幽平,樛,居,虬,,,,見開三C魚平,羣開三A幽平,,,1038,,木下𡸁.居虬反.一.,木下垂.居虬反.一.
946,6907,幽,來開三幽平,鏐,力,幽,,,,來開三蒸入,影開三A幽平,,,1037,,紫磨金.力幽反.一.,
947,6909,幽,並三B幽平,淲,扶,彪,,,,並三C虞平,幫三B幽平,,,1039,,水𣴑.扶彪反.一.,水流.扶彪反.一.
948,6910,幽,精開三之平,稵,子,幽〈絲〉,,,,精開三之上,心開三之平,,,1040,,禾生名.子幽反.一.,
949,6911,幽,生開二咸平,犙,山,幽〈函〉,,,,生開二山平,匣開二咸平,,,1041,,牛三𡻕.山幽反.一.,牛三歳.山幽反.一.
950,6912,幽,疑開三A幽平,聱,語,虬,,,,疑開三C魚上,羣開三A幽平,,,1042,,〻耴魚鳥状.語虬反.一.,聱耴魚鳥狀.語虬反.一.
951,6913,幽,曉開三A幽平,飍,香,幽,,,,曉開三C陽平,影開三A幽平,,,1043a,,風.香幽反.又風幽反.一.,
952,6914,幽,曉開三B幽平,休,許,彪,,,,曉開三C魚上,幫三B幽平,,,1043b,,許彪反.一.,
953,6915,幽,明三B幽平,繆,武,彪,,,,明三C虞上,幫三B幽平,,,1044,,綢繆.武彪反.又靡幼反.一.,
954,6917,侵,清開三侵平,侵,七,林,,,,清開三真入,來開三侵平,,,1045,,漸進.七林反.二.,
955,6920,侵,邪開三侵平,尋,徐,林,,,,邪開三魚平,來開三侵平,,,1046,,徐林反.七.,
956,6932,侵,來開三侵平,林,力,尋,,,,來開三蒸入,邪開三侵平,,,1047,,力尋反.八.,
957,6940,侵,徹開三侵平,琛,丑,林,,,,徹三尤上,來開三侵平,,,1048,,〻寶.丑林反.五.,琛寶.丑林反.五.
958,6948,侵,章開三侵平,斟,職,深,,,,章開三蒸入,書開三侵平,,,1049,,〻酌.職深反.八.,斟酌.職深反.八.
959,6957,侵,澄開三侵平,沉,除,深,,,,澄開三魚平,書開三侵平,,,1050,,除深反.四.,
960,6963,侵,知開三侵平,碪,知,林,,,,知開三支平,來開三侵平,,,1051,,擣衣石.知林反.一.,
961,6966,侵,常開三侵平,諶,氏,林,,,,常開三支上,來開三侵平,,,1052,,誠.氏林反.三.,
962,6970,侵,日開三侵平,任,如,林,,,,日開三魚平,來開三侵平,,,1053,,堪.如林反.四.,
963,6976,侵,書開三侵平,深,式,針,,,,書開三蒸入,章開三侵平,,,1054,,式針反.二.,
964,6978,侵,以開三侵平,淫,餘,針,,,,以開三魚平,章開三侵平,,,1055,,久雨.餘針反.七.,
965,6990,侵,心開三侵平,心,息,林,,,,心開三蒸入,來開三侵平,,,1056,,息林反.二.,
966,6992,侵,影開三A侵平,愔,扵,淫,,,,影開三C魚平,以開三侵平,,,1057,,靖.扵淫反.一.,
967,6994,侵,精開三侵平,祲,姉,心,,,,精開三脂上,心開三侵平,,,1058,,日傍氣.姉心反.又子禁反.三.,
968,7003,侵,從開三侵平,𩷒,昨,淫,,,,從開一唐入,以開三侵平,,,1059,,大魚曰鮓小魚曰𩷒.一曰北方曰鮓南方曰𩷒.昨淫反.三.,
969,7010,侵,孃開三侵平,䛘,女,心,,,,孃開三魚上,心開三侵平,,,1060,,〻詉喉聲.女心反.一.,䛘詉喉聲.女心反.一.
970,7012,侵,羣開三B侵平,琴,渠,金,,,,羣開三C魚平,見開三B侵平,,,1061,,渠金反.七.,
971,7033,侵,溪開三B侵平,欽,去,音,,,,溪開三C魚去,影開三B侵平,,,1062,,去音反.四.,
972,7037,侵,疑開三B侵平,吟,魚,音,,今,,疑開三C魚平,影開三B侵平,,見開三B侵平,1063,,魚音反.二.,魚今反.二.
973,7043,侵,曉開三B侵平,歆,許,金,,今,,曉開三C魚上,見開三B侵平,,,1064,,神食氣.許金反.三.,神食氣.許今反.三.
974,7046,侵,見開三B侵平,金,居,音,,,,見開三C魚平,影開三B侵平,,,1065,,居音反.五.,
975,7054,侵,影開三B侵平,音,扵,吟,,,,影開三C魚平,疑開三B侵平,,,1066,,扵吟反.四.,
976,7061,侵,生開三侵平,森,所,今,,,,生開三魚上,見開三B侵平,,,1067,,木長㒵.所今反.四.,木長皃.所今反.四.
977,7067,侵,崇開三侵平,岑,鋤,簪,,,,崇開三魚平,莊開三侵平,,,1068,,山小而髙.鋤簪反.四.,
978,7072,侵,莊開三侵平,簪,側,岑,,,,莊開三蒸入,崇開三侵平,,,1069,,側岑反.二.,
979,7079,侵,初開三侵平,嵾,楚,今,,,,初開三魚上,見開三B侵平,,,1070,,〻差不齊㒵.楚今反.一.,嵾差不齊皃.楚今反.一.
980,7083,鹽,以開三鹽平,鹽,余,廉,,,,以開三魚平,來開三鹽平,,,1099,,余廉反.五.,
981,7096,鹽,來開三鹽平,廉,力,鹽,,,,來開三蒸入,以開三鹽平,,,1100,,力鹽反.十.,
982,7116,鹽,幫三B鹽平,砭,府,廉,,,,幫三C虞上,來開三鹽平,,,1101,,以石刾病.府廉反.一.,以石刺病.府廉反.一.
983,7117,鹽,清開三鹽平,籖,七,廉,,,,清開三真入,來開三鹽平,,,1103,,七廉反.六.,
984,7123,鹽,章開三鹽平,詹,職,廉,,,,章開三蒸入,來開三鹽平,,,1104,,〻省.職廉反.四.,詹省.職廉反.四.
985,7127,鹽,心開三鹽平,銛,息,廉,,,,心開三蒸入,來開三鹽平,,,1102,,〻利.息廉反.七.,銛利.息廉反.七.
986,7140,鹽,常開三鹽平,棎,視,詹,,,,常開三脂上,章開三鹽平,,,1105,,菓似柰而酸.視詹反.一.,菓似奈而酸.視詹反.一.
987,7141,鹽,書開三鹽平,苫,失,廉,,,,書開三真入,來開三鹽平,,,1106,,草覆.失廉反.二.,
988,7144,鹽,昌開三鹽平,䪜,處,詹,,,,昌開三魚上,章開三鹽平,,,1107,,屏.處詹反.六.,
989,7153,鹽,日開三鹽平,髯,汝,鹽,,,,日開三魚上,以開三鹽平,,,1108,,頷毛.汝鹽反.五.,
990,7164,鹽,孃開三鹽平,黏,女,廉,,,,孃開三魚上,來開三鹽平,,,1109,,〻麹.女廉反.一.,黏麴.女廉反.一.
991,7167,鹽,云開三B鹽平,炎,于,廉,,,,云合三C虞平,來開三鹽平,,,1110,,〻热.于廉反.又餘念反.一.,炎熱.于廉反.又餘念反.一.
992,7168,鹽,知開三鹽平,霑,張,廉,,,,知開三陽平,來開三鹽平,,,1111,,〻溼.張廉反.二.,霑濕.張廉反.二.
993,7170,鹽,徹開三鹽平,覘,丑,廉,,,,徹三尤上,來開三鹽平,,,1112,,闚視.丑廉反.一.,
994,7172,鹽,影開三B鹽平,淹,英,廉,,,,影開三B庚平,來開三鹽平,,,1113,,英廉反.三.,
995,7178,鹽,溪開三B鹽平,𢜩,丘,廉,,,,溪三C尤平,來開三鹽平,,,1114,,〻㥓意不安.丘廉反.一.,𢜩㥓意不安.丘廉反.一.
996,7179,鹽,疑開三B鹽平,𪙊,語,廉,,,,疑開三C魚上,來開三鹽平,,,1115,,齒差.語廉反.一.,
997,7181,鹽,精開三鹽平,尖,子,廉,,,,精開三之上,來開三鹽平,,,1116,,子廉反.六.,
998,7192,鹽,從開三鹽平,潛,昨,鹽,,,,從開一唐入,以開三鹽平,,,1117,,昨鹽反.五.,
999,7198,鹽,羣開三B鹽平,箝,巨,淹,,,,羣開三C魚上,影開三B鹽平,,,1118,,鎖頭.㦯作鉗.巨淹反.五.,鎖頭.或作鉗.巨淹反.五.
1000,7209,鹽,影開三A鹽平,懕,扵,鹽,,,,影開三C魚平,以開三鹽平,,,1119,,安.扵鹽反.三.,
1001,7214,鹽,邪開三鹽平,燖,徐,廉,,,,邪開三魚平,來開三鹽平,,,1120,,湯瀹宍.㦯作燂.徐廉反.二.,湯瀹肉.或作燂.徐廉反.二.
1002,7219,添,透開四添平,添,他,兼,,,,透開一歌平,見開四添平,,,1124,,益.他兼反.一.,
1003,7222,添,端開四添平,𩬑,丁,兼,,,,端開四青平,見開四添平,,,1125,,〻髮.丁兼反.四.,𩬑髮.丁兼反.四.
1004,7229,添,定開四添平,甜,徒,兼,,,,定一模平,見開四添平,,,1126,,甘.徒兼反.四.,
1005,7234,添,來開四添平,鬑,勒,兼,,,,來開一登入,見開四添平,,,1127,,𩯭髮踈.勒兼反.二.,鬢髮踈.勒兼反.二.
1006,7238,添,溪開四添平,謙,苦,兼,,,,溪一模上,見開四添平,,,1128,,苦兼反.一.,
1007,7240,添,見開四添平,兼,古,甜,,恬,,見一模上,定開四添平,,,1129,,古甜反.六.,古恬反.六.
1008,7246,添,匣開四添平,嫌,戸,兼,,,,匣一模上,見開四添平,,,1130,,心不平.戸兼反.二.,
1009,7248,添,泥開四添平,鮎,奴,兼,,,,泥一模平,見開四添平,,,1131,,魚名.奴兼反.二.,
1010,7251,添,曉開四添平,馦,許,兼,,,,曉開三C魚上,見開四添平,,,1132,,香氣.許兼反.一.,
1011,7257,蒸,章開三蒸平,蒸,諸,膺,,,,章開三魚平,影開三C蒸平,,,946,,衆.諸膺反.二.,
1012,7264,蒸,常開三蒸平,承,署,陵,,,,常開三魚去,來開三蒸平,,,947,,次.一曰奉.署陵反.二.,
1013,7266,蒸,澄開三蒸平,澄,直,陵,,,,澄開三蒸入,來開三蒸平,,,948,,清.直陵反.三.,
1014,7272,蒸,來開三蒸平,陵,力,膺,,,,來開三蒸入,影開三C蒸平,,,949,,力膺反.七.,
1015,7286,蒸,影開三C蒸平,膺,扵,陵,,,,影開三C魚平,來開三蒸平,,,950,,胷.扵陵反.三.,
1016,7290,蒸,並三B蒸平,憑,扶,冰,,,,並三C虞平,幫三B蒸平,,,951,,〻託.扶冰反.二.,憑託.扶冰反.二.
1017,7295,蒸,幫三B蒸平,冰,筆,陵,,,,幫三B真入,來開三蒸平,,,952,,水凍.筆陵反.二.,
1018,7300,蒸,以開三蒸平,蠅,余,陵,,,,以開三魚平,來開三蒸平,,,953,,䖝.余陵反.一.,蟲.余陵反.一.
1019,7301,蒸,船開三蒸平,繩,食,陵,,,,船開三蒸入,來開三蒸平,,,954,,索.食陵反.七.,
1020,7310,蒸,書開三蒸平,升,識,丞,,,,書開三蒸入,常開三蒸平,,,955,,十合.識丞反.四.,
1021,7315,蒸,日開三蒸平,仍,如,丞,,,,日開三魚平,常開三蒸平,,,956,,如丞反.一.,
1022,7320,蒸,見開三C蒸平,兢,居,陵,,,,見開三C魚平,來開三蒸平,,,957,,居陵反.二.,
1023,7322,蒸,知開三蒸平,徵,陟,陵,,,,知開三蒸入,來開三蒸平,,,958,,召.陟陵反.二.,
1024,7327,蒸,從開三蒸平,繒,疾,陵,,,,從開三真入,來開三蒸平,,,959,,帛.疾陵反.五.,
1025,7334,蒸,疑開三C蒸平,凝,魚,陵,,,,疑開三C魚平,來開三蒸平,,,960,,水結.魚陵反.一.,
1026,7336,蒸,曉開三C蒸平,興,虚,陵,,,,曉開三C魚平,來開三蒸平,,,961,,起.虚陵反.一.,
1027,7339,蒸,昌開三蒸平,稱,處,陵,,,,昌開三魚上,來開三蒸平,,,962,,知輕重.處陵反.三.,知輕重.處陵反.二.
1028,7342,蒸,羣開三C蒸平,殑,其,矜,,,,羣開三C之平,見開三C蒸平,,,963,,〻㱡欲死状.其矜反.二.,殑㱡欲死狀.其矜反.二.
1029,7345,蒸,生開三蒸平,㱡,山,矜,,,,生開二山平,見開三C蒸平,,,964,李永富無此小韻,殑㱡.山矜反.一.,
1030,7346,蒸,徹開三蒸平,僜,丑,升,,,,徹三尤上,書開三蒸平,,,966,,醉行㒵.丑升反.一.,醉行皃.丑升反.一.
1031,7351,登,端開一登平,登,都,滕,,,,端一模平,定開一登平,,,969,,都滕反.六.,
1032,7358,登,來開一登平,𪴂,盧,登,,,,來一模平,端開一登平,,,970,,四方木.㦯作𥟀.盧登反.三.,四方木.或作稜.盧登反.三.
1033,7363,登,心開一登平,僧,蘇,曾,,,,心一模平,精開一登平,,,971,,蘇曾反.一.,
1034,7364,登,幫一登平,崩,北,滕,,,,幫一登入,定開一登平,,,972,,北滕反.一.,
1035,7365,登,精開一登平,増,作,滕,,,,精開一唐入,定開一登平,,,973,,作滕反.七.,
1036,7375,登,明一登平,瞢,武,登,,,,明三C虞上,端開一登平,,,974,,目不眀.武登反.一.,目不明.武登反.一.
1037,7377,登,從開一登平,層,昨,稜,,,,從開一唐入,來開一登平,,,975,,重屋.昨稜反.又㑅滕反.一.,重屋.昨稜反.又作滕反.一.
1038,7379,登,並一登平,朋,步,崩,,,,並一模去,幫一登平,,,976,,步崩反.四.,
1039,7384,登,匣合一登平,弘,胡,肱,,,,匣一模平,見合一登平,,,977,,胡肱反.二.,
1040,7386,登,見合一登平,肱,古,弘,,,,見一模上,匣合一登平,,,978,,古弘反.一.,
1041,7388,登,曉合一登平,薨,呼,弘,,,,曉一模平,匣合一登平,,,979,,呼弘反.一.,
1042,7390,登,泥開一登平,能,奴,登,,,,泥一模平,端開一登平,,,980,,奴登反.又奴代奴来二反.一.,奴登反.又奴代奴來二反.一.
1043,7391,登,定開一登平,滕,徒,登,,,,定一模平,端開一登平,,,981,,囯名.徒登反.七.,國名.徒登反.七.
1044,7402,登,匣開一登平,恒,胡,登,,,,匣一模平,端開一登平,,,982,,胡登反.二.,
1045,7404,登,見開一登平,搄,古,恒,,,,見一模上,匣開一登平,,,983,,急.淮南子曰大弦搄則小弦絶.古恒反.二.,
1046,7407,咸,匣開二咸平,咸,胡,讒,,,,匣一模平,崇開二咸平,,,1133,,𣅜.胡讒反.五.,皆.胡讒反.五.
1047,7416,咸,見開二咸平,緘,古,咸,,,,見一模上,匣開二咸平,,,1134,,〻封.古咸反.四.,緘封.古咸反.四.
1048,7425,咸,生開二咸平,㩥,所,咸,,,,生開三魚上,匣開二咸平,,,1135,,女手㒵.所咸反.三.,女手皃.所咸反.三.
1049,7432,咸,影開二咸平,𤟟,乙,咸,,,,影開三B真入,匣開二咸平,,,1136,,犬吠.乙咸反.又乙陷反.一.,
1050,7435,咸,疑開二咸平,嵒,五,咸,,,,疑一模上,匣開二咸平,,,1137,,嶃嵒山髙.又地名.五咸反.四.,
1051,7443,咸,曉開二咸平,㰹,許,咸,,,,曉開三C魚上,匣開二咸平,,,1138,,𥬇㒵.許咸反.三.,𥬇皃.許咸反.三.
1052,7447,咸,知開二咸平,詀,竹,咸,,,,知三東入,匣開二咸平,,,1139,,〻諵語聲.竹咸反.又尺涉反.詀讘耳語.一.,詀諵語聲.竹咸反.又尺涉反.一.
1053,7450,咸,孃開二咸平,諵,女,咸,,,,孃開三魚上,匣開二咸平,,,1140,,詀諵.女咸反.一.,
1054,7451,咸,崇開二咸平,讒,士,咸,,,,崇開三之上,匣開二咸平,,,1141,,士咸反.又士銜反.六.,
1055,7462,咸,溪開二咸平,鵮,苦,咸,,,,溪一模上,匣開二咸平,,,1142,,鳥鵮物.㦯作㪠.苦咸反.一.,鳥鵮物.或作㪠.苦咸反.一.
1056,7464,銜,匣開二銜平,銜,戸,監,,,,匣一模上,見開二銜平,,,1143,,戸監反.一.,
1057,7467,銜,崇開二銜平,巉,鋤,銜,,,,崇開三魚平,匣開二銜平,,,1144,,險.鋤銜反.六.,
1058,7476,銜,疑開二銜平,巖,五,銜,,,,疑一模上,匣開二銜平,,,1145,,五銜反.一.,
1059,7479,銜,初開二銜平,攙,楚,銜,,,,初開三魚上,匣開二銜平,,,1146,,〻搶妖星.楚銜反.又初咸反.一.,攙搶妖星.楚銜反.又初咸反.一.
1060,7481,銜,生開二銜平,衫,所,銜,,,,生開三魚上,匣開二銜平,,,1147,,〻衣.所銜反.六.,衫衣.所銜反.六.
1061,7492,銜,見開二銜平,監,古,銜,,,,見一模上,匣開二銜平,,,1148,,古銜反.又古懺反.三.,
1062,7499,嚴,疑開三C嚴平,嚴,語,𩏩,,,,疑開三C魚上,曉開三C嚴平,,,1151,,語𩏩反.二.,毅.語𩏩反.二.
1063,7501,嚴,曉開三C嚴平,𩏩,虚,嚴,,,,曉開三C魚平,疑開三C嚴平,,,1152,,胡被.虚嚴反.二.,
1064,7504,嚴,影開三C嚴平,醃,扵,嚴,,,,影開三C魚平,疑開三C嚴平,,,1153,,鹽漬魚.扵嚴反.一.,
1065,7505,嚴,溪開三C嚴平,㪁,丘,嚴,,,,溪三C尤平,疑開三C嚴平,,,1154,,〻欹不齊.丘嚴反.又丘凡反.一.,㪁欹不齊.丘嚴反.又丘凡反.一.
1066,7506,凡,並三C凡平,凡,符,䒦,扶,,,並三C虞平,滂三C凡平,,,1155,,常.符䒦反.二.,常.扶䒦反.二.
1067,7514,凡,滂三C凡平,䒦,匹,凡,,,,滂三A真入,並三C凡平,,,1156,,草浮水上㒵.匹凡反.一.,草浮水上皃.匹凡反.一.
1068,7517,董,端一東上,董,多,動,,,,端開一歌平,定一東上,,,1157,,多動反.二.,
1069,7520,董,明一東上,蠓,莫,孔,,,,明一唐入,溪一東上,,,1158,,蠛蠓䖝.莫孔反.二.,蠛蠓蟲.莫孔反.二.
1070,7524,董,溪一東上,孔,康,董,,,,溪開一唐平,端一東上,,,1159,,康董反.一.,
1071,7525,董,心一東上,㪌,先,揔,,,,心開四先平,精一東上,,,1160,,搏撃.先揔反.一.,搏擊.先揔反.一.
1072,7527,董,透一東上,侗,他,孔,,,,透開一歌平,溪一東上,,,1161,,直.一曰長大.他孔反.三.,
1073,7530,董,精一東上,揔,作,孔,,,,精開一唐入,溪一東上,,,1162,,作孔反.六.,作孔反.五.
1074,7540,董,匣一東上,澒,胡,孔,,,,匣一模平,溪一東上,,,1163,,水銀滓.胡孔反.一.,
1075,7542,董,影一東上,蓊,阿,孔,烏,,,影開一歌平,溪一東上,影一模平,,1164,,〻欝.阿孔反.四.,蓊鬱.烏孔反.三.
