頁,行,音韻地位描述,聲調,韻目,序数,小韻,音類,字頭,釋義
98,13,來開一唐平,平,唐,5639,2,來1開,䯖,䯑䯖股肉.䯑字苦光反.
98,14,來開一唐平,平,唐,5640,2,來1開,蜋,螳蜋.
98,15,來開一唐平,平,唐,5641,2,來1開,𩷕,魚脂.
98,16,來開一唐平,平,唐,5642,2,來1開,琅,琅玕石似玉.
98,17,來開一唐平,平,唐,5643,2,來1開,㝗,㝩㝗空皃.
98,18,來開一唐平,平,唐,5644,2,來1開,狼,狼虎.
98,19,來開一唐平,平,唐,5645,2,來1開,欴,欴㰠貪皃.
98,20,來開一唐平,平,唐,5646,2,來1開,𦵧,𦵧毒藥名.
98,21,來開一唐平,平,唐,5647,2,來1開,踉,踉䠙.
98,22,來開一唐平,平,唐,5648,2,來1開,莨,童梁.
98,23,來開一唐平,平,唐,5649,2,來1開,㟍,峻㟍山冬日所入.
98,28,端開一唐平,平,唐,5654,3,端1開,當,都郎反.六.
98,29,端開一唐平,平,唐,5655,3,端1開,鐺,鋃鐺.
98,30,端開一唐平,平,唐,5656,3,端1開,簹,竹名.
98,31,端開一唐平,平,唐,5657,3,端1開,襠,裲襠.
98,32,端開一唐平,平,唐,5658,3,端1開,璫,珠.
98,33,端開一唐平,平,唐,5659,3,端1開,檔,車檔.
98,37,清開一唐平,平,唐,5663,4,清1開,倉,七崗反.四.
98,38,清開一唐平,平,唐,5664,4,清1開,蒼,.
98,39,清開一唐平,平,唐,5665,4,清1開,鶬,鳥名.
98,40,清開一唐平,平,唐,5666,4,清1開,滄,.
98,42,見開一唐平,平,唐,5668,5,見1開,剛,強.古郎反.九.
98,44,見開一唐平,平,唐,5670,5,見1開,崗,.
98,45,見開一唐平,平,唐,5671,5,見1開,掆,舉.
98,46,見開一唐平,平,唐,5672,5,見1開,笐,樂器以竹爲之有弦.
98,47,見開一唐平,平,唐,5673,5,見1開,鋼,鋼鐵.
98,48,見開一唐平,平,唐,5674,5,見1開,綱,綱紀.
98,49,見開一唐平,平,唐,5675,5,見1開,亢,星名.一曰亢父縣名.
98,50,見開一唐平,平,唐,5676,5,見1開,犅,特牛.
98,51,見開一唐平,平,唐,5677,5,見1開,堈,甕.
98,54,心開一唐平,平,唐,5680,6,心1開,桑,息郎反.二.
98,56,心開一唐平,平,唐,5682,6,心1開,𠸶,亡.
99,2,溪開一唐平,平,唐,5686,7,溪1開,康,苦崗反.四.
99,3,溪開一唐平,平,唐,5687,7,溪1開,穅,禾皮.
99,4,溪開一唐平,平,唐,5688,7,溪1開,㱂,穀不升謂之㱂.
99,5,溪開一唐平,平,唐,5689,7,溪1開,㝩,㝩㝗.
99,13,曉合一唐平,平,唐,5697,8,曉1合,荒,呼光反.四.
99,14,曉合一唐平,平,唐,5698,8,曉1合,肓,心上鬲.
99,15,曉合一唐平,平,唐,5699,8,曉1合,衁,血.
99,16,曉合一唐平,平,唐,5700,8,曉1合,𥡃,果蓏不熟.
99,26,匣合一唐平,平,唐,5710,9,匣1合,黄,胡光反.二十一.
99,27,匣合一唐平,平,唐,5711,9,匣1合,皇,.
99,28,匣合一唐平,平,唐,5712,9,匣1合,璜,璧.
99,29,匣合一唐平,平,唐,5713,9,匣1合,遑,急.
99,30,匣合一唐平,平,唐,5714,9,匣1合,惶,悚.
99,31,匣合一唐平,平,唐,5715,9,匣1合,潢,積水.
99,32,匣合一唐平,平,唐,5716,9,匣1合,堭,堂.
99,33,匣合一唐平,平,唐,5717,9,匣1合,煌,火狀.
99,34,匣合一唐平,平,唐,5718,9,匣1合,餭,餦餭餳.
99,35,匣合一唐平,平,唐,5719,9,匣1合,蝗,蟲.又胡盲戸孟二反.
99,36,匣合一唐平,平,唐,5720,9,匣1合,騜,馬色.
99,37,匣合一唐平,平,唐,5721,9,匣1合,艎,艅艎吳船.
99,38,匣合一唐平,平,唐,5722,9,匣1合,簧,笙簧.
99,39,匣合一唐平,平,唐,5723,9,匣1合,隍,城隍.
99,40,匣合一唐平,平,唐,5724,9,匣1合,癀,病.
99,41,匣合一唐平,平,唐,5725,9,匣1合,𨝴,古國名.
99,42,匣合一唐平,平,唐,5726,9,匣1合,湟,水名在安定.
99,43,匣合一唐平,平,唐,5727,9,匣1合,徨,徬徨.
99,44,匣合一唐平,平,唐,5728,9,匣1合,鱑,.
99,45,匣合一唐平,平,唐,5729,9,匣1合,篁,竹叢.
99,46,匣合一唐平,平,唐,5730,9,匣1合,葟,草木盛.
99,56,見合一唐平,平,唐,5740,10,見1合,光,古皇反.七.
99,57,見合一唐平,平,唐,5741,10,見1合,洸,水名.又烏光反.
99,58,見合一唐平,平,唐,5742,10,見1合,垙,陌.
100,1,見合一唐平,平,唐,5743,10,見1合,桄,桄桹木.
100,2,見合一唐平,平,唐,5744,10,見1合,胱,膀胱.
100,3,見合一唐平,平,唐,5745,10,見1合,𨎩,車下横木.
100,4,見合一唐平,平,唐,5746,10,見1合,横,長安門名.
100,9,透開一唐平,平,唐,5751,11,透1開,湯,吐郎反.三.
100,10,透開一唐平,平,唐,5752,11,透1開,鏜,鼓聲.
100,11,透開一唐平,平,唐,5753,11,透1開,簜,水名在鄴.
100,16,滂一唐平,平,唐,5758,12,滂1,滂,普郎反.三.
100,17,滂一唐平,平,唐,5759,12,滂1,鎊,削.
100,18,滂一唐平,平,唐,5760,12,滂1,霶,霶霈.
100,22,影合一唐平,平,唐,5764,13,影1合,汪,烏光反.三.
100,23,影合一唐平,平,唐,5765,13,影1合,𪁘,雉鳴.
100,24,影合一唐平,平,唐,5766,13,影1合,尪,弱.
100,27,影開一唐平,平,唐,5769,14,影1開,鴦,鴛鴦.烏郎反.二.
100,28,影開一唐平,平,唐,5770,14,影1開,佒,體不申.
100,33,曉開一唐平,平,唐,5775,15,曉1開,炕,煑胘.呼郎反.二.
100,34,曉開一唐平,平,唐,5776,15,曉1開,㰠,欴㰠.
100,35,匣開一唐平,平,唐,5777,16,匣1開,航,船.胡郎反.九.
100,36,匣開一唐平,平,唐,5778,16,匣1開,筕,筕篖竹.
100,37,匣開一唐平,平,唐,5779,16,匣1開,桁,械.
100,38,匣開一唐平,平,唐,5780,16,匣1開,行,伍.
100,39,匣開一唐平,平,唐,5781,16,匣1開,迒,獸迹.
100,40,匣開一唐平,平,唐,5782,16,匣1開,頏,頡頏.
100,42,匣開一唐平,平,唐,5784,16,匣1開,魧,魚名.又古郎反.
100,43,匣開一唐平,平,唐,5785,16,匣1開,胻,脛.
100,44,匣開一唐平,平,唐,5786,16,匣1開,邟,餘邟縣名在吳興.
100,50,明一唐平,平,唐,5792,17,明1,茫,滄茫.莫郎反.六.
100,51,明一唐平,平,唐,5793,17,明1,䀮,目不明.
100,52,明一唐平,平,唐,5794,17,明1,汒,谷名.
100,53,明一唐平,平,唐,5795,17,明1,恾,怖.
100,54,明一唐平,平,唐,5796,17,明1,朚,遽.
100,55,明一唐平,平,唐,5797,17,明1,吂,不知.
101,4,精開一唐平,平,唐,5804,18,精1開,臧,則郎反.三.
101,5,精開一唐平,平,唐,5805,18,精1開,牂,牂牁.
101,8,精開一唐平,平,唐,5808,18,精1開,贓,贓賄.
101,9,泥開一唐平,平,唐,5809,19,泥1開,囊,袋.奴當反.一.
101,11,並一唐平,平,唐,5811,20,並1,傍,步光反.五.
101,12,並一唐平,平,唐,5812,20,並1,彷,彷徨.
101,13,並一唐平,平,唐,5813,20,並1,膀,膀胱.
101,14,並一唐平,平,唐,5814,20,並1,䠙,踉䠙急行.
101,15,並一唐平,平,唐,5815,20,並1,趽,脚脛曲.
101,20,疑開一唐平,平,唐,5820,21,疑1開,卬,髙.五崗反.五.
101,21,疑開一唐平,平,唐,5821,21,疑1開,䭹,千里駒.
101,22,疑開一唐平,平,唐,5822,21,疑1開,枊,繫馬柱劉備縛督郵者.又五浪反.
101,23,疑開一唐平,平,唐,5823,21,疑1開,昻,舉.
101,24,疑開一唐平,平,唐,5824,21,疑1開,䒢,昌蒲草.
101,26,從開一唐平,平,唐,5826,22,從1開,藏,昨郎反.一.
101,27,溪合一唐平,平,唐,5827,23,溪1合,䯑,䯑䯖.苦光反.一.
101,28,見開二庚平,平,庚,5828,1,見2開,庚,古行反.六.
101,29,見開二庚平,平,庚,5829,1,見2開,鶊,鶬鶊.
101,30,見開二庚平,平,庚,5830,1,見2開,更,又古孟反.
101,31,見開二庚平,平,庚,5831,1,見2開,䢚,兔徑.
101,32,見開二庚平,平,庚,5832,1,見2開,秔,稻.或作粳.
101,33,見開二庚平,平,庚,5833,1,見2開,羹,.
101,36,溪開二庚平,平,庚,5836,2,溪2開,坑,坎.或作硎.客行反.一.
101,41,明二庚平,平,庚,5841,3,明2,盲,武庚反.六.
101,42,明二庚平,平,庚,5842,3,明2,蝱,蟲.
101,43,明二庚平,平,庚,5843,3,明2,鄳,縣名在江夏.
101,44,明二庚平,平,庚,5844,3,明2,𥋝,𥋝盯直視.
101,45,明二庚平,平,庚,5845,3,明2,莔,貝母.
101,46,明二庚平,平,庚,5846,3,明2,𨞚,縣名在義昌.
101,49,匣合二庚平,平,庚,5849,4,匣2合,横,胡盲反.十.
101,50,匣合二庚平,平,庚,5850,4,匣2合,黌,學.
101,51,匣合二庚平,平,庚,5851,4,匣2合,蝗,蟲.又戸光反.
101,52,匣合二庚平,平,庚,5852,4,匣2合,鐄,大鍾.
101,53,匣合二庚平,平,庚,5853,4,匣2合,瑝,玉聲.
101,54,匣合二庚平,平,庚,5854,4,匣2合,喤,泣聲.
101,55,匣合二庚平,平,庚,5855,4,匣2合,鍠,鍾聲.
101,56,匣合二庚平,平,庚,5856,4,匣2合,䬝,䬝䫻風皃.
101,57,匣合二庚平,平,庚,5857,4,匣2合,㶇,方舟.一曰荆州人呼渡津舫為㶇.
101,58,匣合二庚平,平,庚,5858,4,匣2合,䄓,䄘䄓祭名.
102,6,幫二庚平,平,庚,5864,5,幫2,閍,宫中門.一曰巷門.甫盲反.二.
102,7,幫二庚平,平,庚,5865,5,幫2,祊,廟門傍祭.
102,10,曉合二庚平,平,庚,5868,6,曉2合,諻,語聲.虎横反.一.
102,14,見合二庚平,平,庚,5872,7,見2合,觥,兕角為酒器.古横反.一.
102,17,並二庚平,平,庚,5875,8,並2,彭,薄庚反.九.
102,18,並二庚平,平,庚,5876,8,並2,澎,地名.
102,19,並二庚平,平,庚,5877,8,並2,膨,膨脝脹皃.
102,20,並二庚平,平,庚,5878,8,並2,蟛,蟛螖似蟹而小.
102,21,並二庚平,平,庚,5879,8,並2,䰃,䰃鬤髮亂.鬤字乃庚反.
102,22,並二庚平,平,庚,5880,8,並2,棚,棚閣.又歩崩反.
102,23,並二庚平,平,庚,5881,8,並2,搒,笞打.又甫孟反.引船.
102,24,並二庚平,平,庚,5882,8,並2,䄘,䄘䄓祭.
102,25,並二庚平,平,庚,5883,8,並2,榜,輔.
102,33,曉開二庚平,平,庚,5891,9,曉2開,脝,膨脝.許庚反.二.
102,34,曉開二庚平,平,庚,5892,9,曉2開,亨,通.
102,37,徹開二庚平,平,庚,5895,10,徹2開,瞠,直視.丑庚反.二.
102,38,徹開二庚平,平,庚,5896,10,徹2開,𢴤,𢴤撥.
102,40,初開二庚平,平,庚,5898,11,初2開,鎗,鎗鼎.楚庚反.二.
102,42,初開二庚平,平,庚,5900,11,初2開,槍,欃槍妖星.
102,43,崇開二庚平,平,庚,5901,12,崇2開,傖,傖楚.助庚反.三.
102,44,崇開二庚平,平,庚,5902,12,崇2開,䚘,角長皃.
102,45,崇開二庚平,平,庚,5903,12,崇2開,𩬒,𩬒鬤髮亂皃.
102,48,影開三B庚平,平,庚,5906,13,影B開,霙,雨雪雜.於驚反.六.
102,49,影開三B庚平,平,庚,5907,13,影B開,鉠,鈴聲.
102,50,影開三B庚平,平,庚,5908,13,影B開,韺,六韺髙陽氏樂名.
102,51,影開三B庚平,平,庚,5909,13,影B開,渶,水名出青丘山.
102,52,影開三B庚平,平,庚,5910,13,影B開,英,英俊.又於香反.稻初生移英.
102,53,影開三B庚平,平,庚,5911,13,影B開,瑛,玉光.
102,56,滂二庚平,平,庚,5914,14,滂2,磅,小石落聲.撫庚反.三.
102,57,滂二庚平,平,庚,5915,14,滂2,恲,滿.
102,58,滂二庚平,平,庚,5916,14,滂2,享,煑.又許兩反.
103,4,並三B庚平,平,庚,5920,15,並B,平,符兵反.四.
103,5,並三B庚平,平,庚,5921,15,並B,評,評量.
103,6,並三B庚平,平,庚,5922,15,並B,苹,葭.一曰蒲白.
103,8,並三B庚平,平,庚,5924,15,並B,枰,碁局.
103,11,見開三B庚平,平,庚,5927,16,見B開,驚,九卿反.四.
103,12,見開三B庚平,平,庚,5928,16,見B開,京,.
103,13,見開三B庚平,平,庚,5929,16,見B開,荆,.
103,14,見開三B庚平,平,庚,5930,16,見B開,麖,獸名.
103,17,明三B庚平,平,庚,5933,17,明B,眀,武兵反.四.
103,18,明三B庚平,平,庚,5934,17,明B,盟,約.
103,19,明三B庚平,平,庚,5935,17,明B,䳟,䳡䳟似鳳.
103,20,明三B庚平,平,庚,5936,17,明B,鳴,.
103,21,澄開二庚平,平,庚,5937,18,澄2開,棖,門傍木.直庚反.四.
103,22,澄開二庚平,平,庚,5938,18,澄2開,掁,觸.
103,23,澄開二庚平,平,庚,5939,18,澄2開,盯,𥋝盯.
103,24,澄開二庚平,平,庚,5940,18,澄2開,澄,水清.
103,28,知開二庚平,平,庚,5944,19,知2開,趟,䞴趟跳躍.竹盲反.䞴字張交反.一.
103,30,云合三B庚平,平,庚,5946,20,云3合,榮,永兵反.四.
103,31,云合三B庚平,平,庚,5947,20,云3合,禜,祭名.
103,32,云合三B庚平,平,庚,5948,20,云3合,蠑,蠑蚖蜥蜴別名.
103,33,云合三B庚平,平,庚,5949,20,云3合,瑩,玉色.詩云充耳秀瑩.又烏定反.
103,36,幫三B庚平,平,庚,5952,21,幫B,兵,甫榮反.一.
103,37,曉合三B庚平,平,庚,5953,22,曉B合,兄,許榮反.一.
103,38,溪開三B庚平,平,庚,5954,23,溪B開,𠨞,去京反.一.
103,39,生開二庚平,平,庚,5955,24,生2開,生,所京反.六.
103,40,生開二庚平,平,庚,5956,24,生2開,笙,.
103,41,生開二庚平,平,庚,5957,24,生2開,牲,.
103,42,生開二庚平,平,庚,5958,24,生2開,猩,猩猩獸名.
103,43,生開二庚平,平,庚,5959,24,生2開,鉎,鐵鉎.
103,44,生開二庚平,平,庚,5960,24,生2開,甥,.
103,46,羣開三B庚平,平,庚,5962,25,群B開,擎,舉.渠京反.八.
103,47,羣開三B庚平,平,庚,5963,25,群B開,勍,強力.
103,48,羣開三B庚平,平,庚,5964,25,群B開,鯨,魚名.
103,49,羣開三B庚平,平,庚,5965,25,群B開,黥,墨刑.
103,50,羣開三B庚平,平,庚,5966,25,群B開,檠,所以正弓.
103,51,羣開三B庚平,平,庚,5967,25,群B開,樈,鑿柄.
103,52,羣開三B庚平,平,庚,5968,25,群B開,葝,山薤.
103,53,羣開三B庚平,平,庚,5969,25,群B開,䫆,勁.
103,54,疑開三B庚平,平,庚,5970,26,疑B開,迎,語京反.一.
103,55,匣開二庚平,平,庚,5971,27,匣2開,行,戸庚反.又戸孟反.六.
103,56,匣開二庚平,平,庚,5972,27,匣2開,衡,.
103,57,匣開二庚平,平,庚,5973,27,匣2開,筕,筕篖竹笪.
103,58,匣開二庚平,平,庚,5974,27,匣2開,珩,佩玉.
104,1,匣開二庚平,平,庚,5975,27,匣2開,蘅,杜蘅.
104,2,匣開二庚平,平,庚,5976,27,匣2開,𦢹,熟肉.
104,6,孃開二庚平,平,庚,5980,28,娘2開,鬤,乃庚反.二.
104,7,孃開二庚平,平,庚,5981,28,娘2開,㲰,犬多毛.
104,11,見開二耕平,平,耕,5985,1,見2開,耕,犂.古莖反.一.
104,12,溪開二耕平,平,耕,5986,2,溪2開,鏗,鏗鏘.口莖反.五.
104,13,溪開二耕平,平,耕,5987,2,溪2開,䡰,車鞕.
104,14,溪開二耕平,平,耕,5988,2,溪2開,鳽,𪄉𪆂鳥.
104,15,溪開二耕平,平,耕,5989,2,溪2開,誙,莊子曰誙誙如.
104,16,溪開二耕平,平,耕,5990,2,溪2開,牼,牛骨.宋有司馬牼.
104,26,明二耕平,平,耕,6000,3,明2,甍,屋棟.莫耕反.五.
104,28,明二耕平,平,耕,6002,3,明2,䉚,竹.
104,30,明二耕平,平,耕,6004,3,明2,萌,萌牙.
104,31,明二耕平,平,耕,6005,3,明2,氓,民.
104,32,明二耕平,平,耕,6006,3,明2,嫇,嫈嫇.
104,36,匣合二耕平,平,耕,6010,4,匣2合,宏,大.戸氓反.八.
104,37,匣合二耕平,平,耕,6011,4,匣2合,紘,冠卷.
104,38,匣合二耕平,平,耕,6012,4,匣2合,紭,網紭.
104,39,匣合二耕平,平,耕,6013,4,匣2合,閎,巷門.
104,40,匣合二耕平,平,耕,6014,4,匣2合,嶸,崢嶸.
104,41,匣合二耕平,平,耕,6015,4,匣2合,𧮯,谷中響.一曰谷名.
104,42,匣合二耕平,平,耕,6016,4,匣2合,耾,耳語.
104,43,匣合二耕平,平,耕,6017,4,匣2合,翃,蟲飛.
104,50,匣開二耕平,平,耕,6024,5,匣2開,莖,草木幹.戸耕反.二.
104,51,匣開二耕平,平,耕,6025,5,匣2開,䪫,樂名.
104,54,知開二耕平,平,耕,6028,6,知2開,朾,伐木聲.中莖反.二.
104,55,知開二耕平,平,耕,6029,6,知2開,玎,玎玲玉聲.
104,58,影開二耕平,平,耕,6032,7,影2開,罌,瓦器.或作罃.烏莖反.七.
105,2,影開二耕平,平,耕,6034,7,影2開,嚶,鳥聲.
105,3,影開二耕平,平,耕,6035,7,影2開,鶯,鳥羽文.
105,4,影開二耕平,平,耕,6036,7,影2開,櫻,含桃.
105,5,影開二耕平,平,耕,6037,7,影2開,嫈,嫈嫇新婦皃.又乙諍反.
105,6,影開二耕平,平,耕,6038,7,影2開,鸚,鸚鵡.
105,7,影開二耕平,平,耕,6039,7,影2開,譻,小聲.
105,10,崇開二耕平,平,耕,6042,8,崇2開,崢,崢嶸山峻.士耕反.三.
105,11,崇開二耕平,平,耕,6043,8,崇2開,𦱊,𦱊薴草亂.
105,12,崇開二耕平,平,耕,6044,8,崇2開,鬇,鬇鬡毛髮亂.
105,13,初開二耕平,平,耕,6045,9,初2開,琤,玉聲.楚莖反.二.
105,14,初開二耕平,平,耕,6046,9,初2開,錚,金聲.
105,17,孃開二耕平,平,耕,6049,10,娘2開,儜,困.女耕反.四.
105,18,孃開二耕平,平,耕,6050,10,娘2開,薴,𦱊薴.
105,19,孃開二耕平,平,耕,6051,10,娘2開,𧭈,譻𧭈小聲.
105,20,孃開二耕平,平,耕,6052,10,娘2開,鬡,鬇鬡.
105,23,滂二耕平,平,耕,6055,11,滂2,怦,心急.普耕反.六.
105,24,滂二耕平,平,耕,6056,11,滂2,姘,齊與女交罰金四兩曰姘.
105,25,滂二耕平,平,耕,6057,11,滂2,閛,門扉聲.
105,27,滂二耕平,平,耕,6059,11,滂2,𤘾,牛色駮如星.
105,28,滂二耕平,平,耕,6060,11,滂2,抨,彈.
105,29,滂二耕平,平,耕,6061,11,滂2,砰,砰磕如雷.
105,33,曉合二耕平,平,耕,6065,12,曉2合,轟,車聲.呼宏反.五.
105,34,曉合二耕平,平,耕,6066,12,曉2合,䎕,羣鳥弄翅.
105,35,曉合二耕平,平,耕,6067,12,曉2合,揈,擊聲.
105,36,曉合二耕平,平,耕,6068,12,曉2合,訇,大聲.
105,39,曉合二耕平,平,耕,6071,12,曉2合,𤃫,水石聲.
105,43,幫二耕平,平,耕,6075,13,幫2,繃,束𠒇衣.墨子曰葛以繃之.甫萌反.二.
105,44,幫二耕平,平,耕,6076,13,幫2,絣,振繩墨.
105,46,澄開二耕平,平,耕,6078,14,澄2開,橙,柚屬.直耕反.三.
105,47,澄開二耕平,平,耕,6079,14,澄2開,揨,撞.
105,48,澄開二耕平,平,耕,6080,14,澄2開,湞,水出南海.
105,55,影合二耕平,平,耕,6087,15,影2合,泓,水深.烏宏反.三.
105,56,影合二耕平,平,耕,6088,15,影2合,謍,謍𧭈.
105,57,影合二耕平,平,耕,6089,15,影2合,宖,室響.
105,58,並二耕平,平,耕,6090,16,並2,輣,兵車.扶萌反.二.
106,1,並二耕平,平,耕,6091,16,並2,䙀,䙀盛.又薄崩反.
106,5,疑開二耕平,平,耕,6095,17,疑2開,娙,身長好皃.漢武帝夫人名娙娥.五莖反.一.
106,7,莊開二耕平,平,耕,6097,18,莊2開,爭,側莖反.四.
106,8,莊開二耕平,平,耕,6098,18,莊2開,箏,.
106,9,莊開二耕平,平,耕,6099,18,莊2開,䋫,縈䋫.
106,10,莊開二耕平,平,耕,6100,18,莊2開,猙,獸名似豹.
106,13,清開三清平,平,清,6103,1,清3開,清,七精反.二.
106,14,清開三清平,平,清,6104,1,清3開,圊,廁.
106,16,從開三清平,平,清,6106,2,從3開,情,疾盈反.三.
106,17,從開三清平,平,清,6107,2,從3開,晴,.
106,18,從開三清平,平,清,6108,2,從3開,請,又在性七井二反.
106,21,精開三清平,平,清,6111,3,精3開,精,子情反.九.
106,22,精開三清平,平,清,6112,3,精3開,氏,狋氏縣名.
106,23,精開三清平,平,清,6113,3,精3開,菁,蕪菁.
106,24,精開三清平,平,清,6114,3,精3開,旌,旌旗.
106,26,精開三清平,平,清,6116,3,精3開,鶄,鵁鶄鳥.
106,27,精開三清平,平,清,6117,3,精3開,蜻,蜻𧊿蟲.
106,28,精開三清平,平,清,6118,3,精3開,晶,光.
106,29,精開三清平,平,清,6119,3,精3開,鼱,鼱鼩小鼠.
106,30,精開三清平,平,清,6120,3,精3開,婧,竦立.又慈性反.
106,34,以開三清平,平,清,6124,4,羊3開,盈,似成反.八.
106,35,以開三清平,平,清,6125,4,羊3開,嬴,姓.
106,36,以開三清平,平,清,6126,4,羊3開,㜲,美好皃.
106,37,以開三清平,平,清,6127,4,羊3開,瀛,大海.
106,38,以開三清平,平,清,6128,4,羊3開,籝,籠.
106,39,以開三清平,平,清,6129,4,羊3開,贏,財長.
106,40,以開三清平,平,清,6130,4,羊3開,楹,柱.
106,41,以開三清平,平,清,6131,4,羊3開,𤟣,似狐黄色.
106,44,以合三清平,平,清,6134,5,羊3合,營,余傾反.三.
106,45,以合三清平,平,清,6135,5,羊3合,鎣,采鐵.
106,46,以合三清平,平,清,6136,5,羊3合,塋,墓域.
106,48,影開三A清平,平,清,6138,6,影A開,嬰,嬰𠒇.於盈反.三.
106,49,影開三A清平,平,清,6139,6,影A開,瓔,瓔珞.
106,50,影開三A清平,平,清,6140,6,影A開,纓,冠纓.
106,54,知開三清平,平,清,6144,7,知3開,貞,陟盈反.四.
106,55,知開三清平,平,清,6145,7,知3開,楨,女楨.
106,56,知開三清平,平,清,6146,7,知3開,禎,祥.
106,57,知開三清平,平,清,6147,7,知3開,𨜓,地名.又直貞反.
107,3,徹開三清平,平,清,6151,8,徹3開,檉,木名.勑貞反.五.
107,4,徹開三清平,平,清,6152,8,徹3開,偵,偵候.
107,5,徹開三清平,平,清,6153,8,徹3開,赬,赤色.
107,6,徹開三清平,平,清,6154,8,徹3開,䟓,跉䟓行不正.
107,8,徹開三清平,平,清,6156,8,徹3開,酲,病酒.又直貞反.
107,10,常開三清平,平,清,6158,9,常3開,成,市征反.七.
107,11,常開三清平,平,清,6159,9,常3開,城,.
107,12,常開三清平,平,清,6160,9,常3開,誠,信.
107,13,常開三清平,平,清,6161,9,常3開,宬,屋容受.
107,14,常開三清平,平,清,6162,9,常3開,郕,地名在東平.
107,15,常開三清平,平,清,6163,9,常3開,筬,筬筐織具.
107,17,常開三清平,平,清,6165,9,常3開,盛,物在器.又承政反.
107,19,澄開三清平,平,清,6167,10,澄3開,呈,直貞反.六.
107,20,澄開三清平,平,清,6168,10,澄3開,程,程期.
107,21,澄開三清平,平,清,6169,10,澄3開,酲,病酒.
107,22,澄開三清平,平,清,6170,10,澄3開,珵,玉名.
107,23,澄開三清平,平,清,6171,10,澄3開,䇸,筵.
107,24,澄開三清平,平,清,6172,10,澄3開,裎,佩帶.
107,25,書開三清平,平,清,6173,11,書3開,聲,書盈反.一.
107,27,章開三清平,平,清,6175,12,章3開,征,諸盈反.六.
107,28,章開三清平,平,清,6176,12,章3開,鉦,鉦鐃.
107,29,章開三清平,平,清,6177,12,章3開,正,正朔.又之盛反.
107,30,章開三清平,平,清,6178,12,章3開,怔,怔忪懼皃.
107,31,章開三清平,平,清,6179,12,章3開,佂,佂伀遽行皃.
107,32,章開三清平,平,清,6180,12,章3開,鯖,煑魚煎食曰五侯鯖.又於形反.
107,33,溪開三A清平,平,清,6181,13,溪A開,輕,去盈反.三.
107,34,溪開三A清平,平,清,6182,13,溪A開,鑋,金聲.
107,35,溪開三A清平,平,清,6183,13,溪A開,𨆪,一足跳.
107,36,明三A清平,平,清,6184,14,明A,名,武并反.二.
107,37,明三A清平,平,清,6185,14,明A,洺,水名.
107,38,來開三清平,平,清,6186,15,來3開,跉,跉䟓.呂貞反.二.
107,39,來開三清平,平,清,6187,15,來3開,令,使人.又呂鄭反.
107,40,幫三A清平,平,清,6188,16,幫A,并,府盈反.三.
107,41,幫三A清平,平,清,6189,16,幫A,栟,栟櫚木名.
107,42,幫三A清平,平,清,6190,16,幫A,箳,箳篂車轓.
107,43,溪合三A清平,平,清,6191,17,溪A合,傾,𣅔.去營反.一.
107,44,邪開三清平,平,清,6192,18,邪3開,餳,飴.徐盈反.一.
107,45,影合三A清平,平,清,6193,19,影A合,縈,繞.於營反.五.
107,46,影合三A清平,平,清,6194,19,影A合,嫈,小心態.又烏莖反.
107,47,影合三A清平,平,清,6195,19,影A合,䪯,聲.
107,48,影合三A清平,平,清,6196,19,影A合,𢄋,覆.
107,49,影合三A清平,平,清,6197,19,影A合,褮,鬼衣.又胡坰反.
107,50,羣合三A清平,平,清,6198,20,群A合,瓊,玉名.渠營反.七.
107,51,羣合三A清平,平,清,6199,20,群A合,煢,獨.一曰迴飛.
107,53,羣合三A清平,平,清,6201,20,群A合,睘,驚視.
107,54,羣合三A清平,平,清,6202,20,群A合,惸,無兄弟.
107,55,羣合三A清平,平,清,6203,20,群A合,𢶇,博𢶇子.一曰投.
107,56,羣合三A清平,平,清,6204,20,群A合,嬛,好.
107,57,羣合三A清平,平,清,6205,20,群A合,藑,藑茅草.
108,5,心開三清平,平,清,6211,21,心3開,騂,馬赤色.息營反.三.
108,6,心開三清平,平,清,6212,21,心3開,垶,赤土.
108,7,心開三清平,平,清,6213,21,心3開,觪,角弓.
108,9,羣開三A清平,平,清,6215,22,群A開,頸,項.巨成反.又居郢反.三.
108,10,羣開三A清平,平,清,6216,22,群A開,𩷏,魚名.
108,11,羣開三A清平,平,清,6217,22,群A開,葝,鼠尾草.
108,12,清開四青平,平,青,6218,1,清4開,青,倉經反.一.
108,15,見開四青平,平,青,6221,2,見4開,經,古靈反.二.
108,16,見開四青平,平,青,6222,2,見4開,涇,水名.
108,18,匣開四青平,平,青,6224,3,匣4開,形,戸經反.八.
108,19,匣開四青平,平,青,6225,3,匣4開,刑,.
108,20,匣開四青平,平,青,6226,3,匣4開,邢,地名在鄭.
108,21,匣開四青平,平,青,6227,3,匣4開,桯,牀前長机.
108,22,匣開四青平,平,青,6228,3,匣4開,鉶,祭器.
108,23,匣開四青平,平,青,6229,3,匣4開,型,鑄鐵.
108,24,匣開四青平,平,青,6230,3,匣4開,陘,連山中絶.
108,25,匣開四青平,平,青,6231,3,匣4開,侀,成.
108,30,定開四青平,平,青,6236,4,定4開,庭,特丁反.十一.
108,31,定開四青平,平,青,6237,4,定4開,停,.
108,32,定開四青平,平,青,6238,4,定4開,鼮,似鼠豹文.
108,33,定開四青平,平,青,6239,4,定4開,莛,莖.
