頁,行,音韻地位描述,聲調,韻目,序数,小韻,音類,字頭,釋義
248,10,船開三麻去,去,禡,14276,20,船3開,麝,獸名.
248,12,幫二麻去,去,禡,14278,21,幫2,霸,博駕反.四.
248,13,幫二麻去,去,禡,14279,21,幫2,弝,弓弝.
248,14,幫二麻去,去,禡,14280,21,幫2,靶,轡革.
248,15,幫二麻去,去,禡,14281,21,幫2,灞,水名.
248,18,滂二麻去,去,禡,14284,22,滂2,帊,帊幞.芳霸反.二.
248,19,滂二麻去,去,禡,14285,22,滂2,怕,怕怖.
248,20,匣合二麻去,去,禡,14286,23,匣2合,摦,寛.胡化反.四.
248,21,匣合二麻去,去,禡,14287,23,匣2合,㕦,大口.
248,22,匣合二麻去,去,禡,14288,23,匣2合,樺,木名.
248,23,匣合二麻去,去,禡,14289,23,匣2合,崋,西嶽山.
248,26,曉合二麻去,去,禡,14292,24,曉2合,化,霍霸反.四.
248,27,曉合二麻去,去,禡,14293,24,曉2合,𩲏,鬼變.
248,28,曉合二麻去,去,禡,14294,24,曉2合,𠤎,變.從倒人.
248,29,曉合二麻去,去,禡,14295,24,曉2合,諣,疾言.
248,30,溪合二麻去,去,禡,14296,25,溪2合,跨,越.苦化反.一.
248,31,生合二麻去,去,禡,14297,26,生2合,誜,枉.所化反.一.
248,32,並二麻去,去,禡,14298,27,並2,𤝡,獸名似狼.白駕反.一.
248,36,孃開二麻去,去,禡,14302,28,娘2開,䏧,膩.乃亞反.一.
248,38,清開三麻去,去,禡,14304,29,清3開,笡,斜逆.淺謝反.一.
248,51,溪開一覃去,去,勘,14317,1,溪1,勘,苦紺反.三.
248,52,溪開一覃去,去,勘,14318,1,溪1,䘓,凝血.
248,53,溪開一覃去,去,勘,14319,1,溪1,𪉯,鹹.
248,57,見開一覃去,去,勘,14323,2,見1,紺,青赤色.古暗反.三.
248,58,見開一覃去,去,勘,14324,2,見1,淦,新淦縣在豫章.
249,1,見開一覃去,去,勘,14325,2,見1,𧆐,薏苡別名.
249,3,匣開一覃去,去,勘,14327,3,匣1,憾,恨.下紺反.四.
249,4,匣開一覃去,去,勘,14328,3,匣1,琀,琀玉.
249,5,匣開一覃去,去,勘,14329,3,匣1,浛,水和物.
249,6,匣開一覃去,去,勘,14330,3,匣1,唅,哺.
249,8,影開一覃去,去,勘,14332,4,影1,暗,日無光.烏紺反.二.
249,9,影開一覃去,去,勘,14333,4,影1,闇,冥.一曰弱.
249,11,透開一覃去,去,勘,14335,5,透1,僋,僋俕癡皃.他紺反.四.
249,12,透開一覃去,去,勘,14336,5,透1,撢,深取.
249,13,透開一覃去,去,勘,14337,5,透1,㐁,無光.又吐念反.
249,14,透開一覃去,去,勘,14338,5,透1,傝,傝儑不自安.又吐盍反.
249,19,心開一覃去,去,勘,14343,6,心1,俕,蘇紺反.一.
249,20,疑開一覃去,去,勘,14344,7,疑1,儑,五紺反.一.
249,21,清開一覃去,去,勘,14345,8,清1,謲,伺.七紺反.二.
249,22,清開一覃去,去,勘,14346,8,清1,參,參鼓.
249,24,定開一覃去,去,勘,14348,9,定1,醰,酒味長.徒紺反.二.
249,25,定開一覃去,去,勘,14349,9,定1,贉,買物逆付錢.
249,28,端開一覃去,去,勘,14352,10,端1,馾,冠幘近前.丁紺反.一.
249,35,溪開一談去,去,闞,14359,1,溪1,闞,魯邑.苦濫反.二.
249,36,溪開一談去,去,闞,14360,1,溪1,瞰,視.
249,40,來開一談去,去,闞,14364,2,來1,濫,泛濫.盧瞰反.五.
249,41,來開一談去,去,闞,14365,2,來1,㔋,刃利.
249,42,來開一談去,去,闞,14366,2,來1,𨣨,𨣨觴.
249,43,來開一談去,去,闞,14367,2,來1,纜,繫舟.
249,44,來開一談去,去,闞,14368,2,來1,爁,火皃.
249,49,透開一談去,去,闞,14373,3,透1,賧,夷人以財贖罪.吐濫反.二.
249,50,透開一談去,去,闞,14374,3,透1,𪊇,𪉦𪊇無味.
249,53,見開一談去,去,闞,14377,4,見1,𪉦,公暫反.一.
249,55,曉開一談去,去,闞,14379,5,曉1,𧵊,乞戲物.呼濫反.一.
249,58,匣開一談去,去,闞,14382,6,匣1,憨,害.下瞰反.又呼甘反.四.
250,1,匣開一談去,去,闞,14383,6,匣1,㺖,犬吠聲.
250,2,匣開一談去,去,闞,14384,6,匣1,譀,誇誕.東觀漢記雖誇譀猶令人熱.又呼甲反.
250,4,匣開一談去,去,闞,14386,6,匣1,䗣,瓜蟲.
250,6,定開一談去,去,闞,14388,7,定1,憺,靜.徒濫反.四.
250,7,定開一談去,去,闞,14389,7,定1,澹,水皃.
250,8,定開一談去,去,闞,14390,7,定1,腅,相飯.或作啖.
250,9,定開一談去,去,闞,14391,7,定1,淡,無味.
250,12,從開一談去,去,闞,14394,8,從1,暫,慙濫反.一.
250,14,端開一談去,去,闞,14396,9,端1,擔,負.都濫反.一.
250,17,以開三陽去,去,漾,14399,1,羊3開,漾,水名在隴西.餘𠅙反.六.
250,18,以開三陽去,去,漾,14400,1,羊3開,恙,憂.古者草居爲恙所害故相問曰無恙.
250,19,以開三陽去,去,漾,14401,1,羊3開,羕,長大.
250,20,以開三陽去,去,漾,14402,1,羊3開,颺,.
250,21,以開三陽去,去,漾,14403,1,羊3開,煬,炙.
250,22,以開三陽去,去,漾,14404,1,羊3開,㨾,式.
250,27,來開三陽去,去,漾,14409,2,來3開,𠅙,朗.力讓反.七.
250,28,來開三陽去,去,漾,14410,2,來3開,諒,信.
250,29,來開三陽去,去,漾,14411,2,來3開,掠,笞.一曰強取.
250,30,來開三陽去,去,漾,14412,2,來3開,悢,悢恨.
250,31,來開三陽去,去,漾,14413,2,來3開,緉,履屐雙曰緉.
250,32,來開三陽去,去,漾,14414,2,來3開,㹁,牛色雜.
250,33,來開三陽去,去,漾,14415,2,來3開,兩,車數.
250,39,崇開三陽去,去,漾,14421,3,崇3開,狀,鋤𠅙反.一.
250,40,日開三陽去,去,漾,14422,4,日3開,讓,如壯反.一.
250,44,書開三陽去,去,漾,14426,5,書3開,餉,式𠅙反.三.
250,45,書開三陽去,去,漾,14427,5,書3開,殤,未成人死.又式良反.
250,46,書開三陽去,去,漾,14428,5,書3開,向,姓.又許𠅙反.
250,51,知開三陽去,去,漾,14433,6,知3開,帳,帷帳.陟𠅙反.三.
250,52,知開三陽去,去,漾,14434,6,知3開,脹,滿.
250,53,知開三陽去,去,漾,14435,6,知3開,漲,大水.
250,55,徹開三陽去,去,漾,14437,7,徹3開,悵,丑𠅙反.五.
250,56,徹開三陽去,去,漾,14438,7,徹3開,暢,通暢.
250,57,徹開三陽去,去,漾,14439,7,徹3開,鬯,匕鬯.又香草.
250,58,徹開三陽去,去,漾,14440,7,徹3開,韔,弓衣.
251,1,徹開三陽去,去,漾,14441,7,徹3開,𧀄,草盛.
251,5,曉開三C陽去,去,漾,14445,8,曉3開,向,許𠅙反.二.
251,6,曉開三C陽去,去,漾,14446,8,曉3開,珦,玉名.
251,11,澄開三陽去,去,漾,14451,9,澄3開,仗,器仗.直𠅙反.二.
251,12,澄開三陽去,去,漾,14452,9,澄3開,長,多.又直良反.
251,16,孃開三陽去,去,漾,14456,10,娘3開,釀,醒酒.女𠅙反.一.
251,18,從開三陽去,去,漾,14458,11,從3開,匠,疾𠅙反.一.
251,21,章開三陽去,去,漾,14461,12,章3開,障,之𠅙反.三.
251,22,章開三陽去,去,漾,14462,12,章3開,嶂,峯.
251,23,章開三陽去,去,漾,14463,12,章3開,墇,塞.
251,25,常開三陽去,去,漾,14465,13,常3開,尚,常𠅙反.又署羊反.二.
251,26,常開三陽去,去,漾,14466,13,常3開,上,又時兩反.
251,28,莊開三陽去,去,漾,14468,14,莊3開,壯,側𠅙反.三.
251,29,莊開三陽去,去,漾,14469,14,莊3開,裝,行裝.又側良反.
251,30,莊開三陽去,去,漾,14470,14,莊3開,𣴣,𣴣米.
251,31,影開三C陽去,去,漾,14471,15,影3開,怏,於𠅙反.二.
251,32,影開三C陽去,去,漾,14472,15,影3開,䬬,飽.
251,35,羣開三C陽去,去,漾,14475,16,群3開,弶,取獸.其𠅙反.一.
251,36,昌開三陽去,去,漾,14476,17,昌3開,唱,昌𠅙反.一.
251,38,初開三陽去,去,漾,14478,18,初3開,創,古作𠛝.初𠅙反.二.
251,39,初開三陽去,去,漾,14479,18,初3開,愴,.
251,41,精開三陽去,去,漾,14481,19,精3開,醬,即𠅙反.二.
251,42,精開三陽去,去,漾,14482,19,精3開,將,將帥.又即羊反.
251,43,疑開三C陽去,去,漾,14483,20,疑3開,𨋕,轎𨋕.語向反.二.
251,44,疑開三C陽去,去,漾,14484,20,疑3開,仰,又魚兩反.
251,45,滂三C陽去,去,漾,14485,21,敷3,訪,敷𠅙反.二.
251,46,滂三C陽去,去,漾,14486,21,敷3,妨,妨礙.又敷方反.
251,47,明三C陽去,去,漾,14487,22,微3,妄,武放反.三.
251,48,明三C陽去,去,漾,14488,22,微3,望,又武方反.
251,49,明三C陽去,去,漾,14489,22,微3,忘,又武方反.
251,52,曉合三C陽去,去,漾,14492,23,曉3合,況,許放反.三.
251,54,曉合三C陽去,去,漾,14494,23,曉3合,𣍦,山名.
251,55,曉合三C陽去,去,漾,14495,23,曉3合,貺,賜.
251,56,見合三C陽去,去,漾,14496,24,見3合,誑,欺.九妄反.一.
251,58,云合三C陽去,去,漾,14498,25,云3合,迋,往.于放反.三.
252,1,云合三C陽去,去,漾,14499,25,云3合,旺,美光.
252,2,云合三C陽去,去,漾,14500,25,云3合,王,又于方反.
252,4,幫三C陽去,去,漾,14502,26,非3,放,府妄反.二.
252,5,幫三C陽去,去,漾,14503,26,非3,舫,船並.又補浪反.
252,8,心開三陽去,去,漾,14506,27,心3開,相,息𠅙反.又息良反.一.
252,17,定開一唐去,去,宕,14515,1,定1開,宕,洞室.一曰過.杜浪反.五.
252,18,定開一唐去,去,宕,14516,1,定1開,踼,跌踼行失正.
252,19,定開一唐去,去,宕,14517,1,定1開,碭,石.又山名.亦縣名在梁郡.
252,20,定開一唐去,去,宕,14518,1,定1開,逿,過.
252,21,定開一唐去,去,宕,14519,1,定1開,𦿆,䕞𦿆毒草.
252,24,來開一唐去,去,宕,14522,2,來1開,浪,郎宕反.四.
252,25,來開一唐去,去,宕,14523,2,來1開,閬,髙門.又地名在蜀.
252,27,來開一唐去,去,宕,14525,2,來1開,埌,塜.
252,28,來開一唐去,去,宕,14526,2,來1開,䕞,䕞𦿆.
252,31,匣開一唐去,去,宕,14529,3,匣1開,吭,鳥咽.下浪反.一.
252,33,影開一唐去,去,宕,14531,4,影1開,盎,盆.阿浪反.一.
252,35,疑開一唐去,去,宕,14533,5,疑1開,枊,繫馬柱.五浪反.一.
252,37,精開一唐去,去,宕,14535,6,精1開,葬,則浪反.一.
252,38,並一唐去,去,宕,14536,7,並1,傍,蒲浪反.又蒲郎反.一.
252,40,從開一唐去,去,宕,14538,8,從1開,藏,徂浪反.又徂郎反.二.
252,41,從開一唐去,去,宕,14539,8,從1開,奘,大駔.
252,42,端開一唐去,去,宕,14540,9,端1開,譡,言中.丁浪反.三.
252,43,端開一唐去,去,宕,14541,9,端1開,儅,不中.
252,44,端開一唐去,去,宕,14542,9,端1開,瓽,大瓮.一曰井甃.
252,48,溪開一唐去,去,宕,14546,10,溪1開,抗,以手抗.苦浪反.五.
252,49,溪開一唐去,去,宕,14547,10,溪1開,閌,閌閬.
252,50,溪開一唐去,去,宕,14548,10,溪1開,炕,火炕.
252,51,溪開一唐去,去,宕,14549,10,溪1開,犺,猰犺所爲不時.猰字苦結反.
252,52,溪開一唐去,去,宕,14550,10,溪1開,伉,伉儷.
252,58,幫一唐去,去,宕,14556,11,幫1,謗,誹謗.補曠反.二.
253,1,幫一唐去,去,宕,14557,11,幫1,螃,蟲名似蝦蟇.
253,2,透開一唐去,去,宕,14558,12,透1開,儻,他浪反.又他朗反.二.
253,3,透開一唐去,去,宕,14559,12,透1開,摥,排.
253,6,溪合一唐去,去,宕,14562,13,溪1合,曠,苦謗反.三.
253,7,溪合一唐去,去,宕,14563,13,溪1合,壙,墓穴.
253,8,溪合一唐去,去,宕,14564,13,溪1合,纊,絮.
253,11,泥開一唐去,去,宕,14567,14,泥1開,儾,緩.奴浪反.一.
253,13,心開一唐去,去,宕,14569,15,心1開,𠸶,亡.蘇浪反.又息郎反.一.
253,27,見開三B庚去,去,敬,14583,1,見B開,敬,居命反.三.
253,28,見開三B庚去,去,敬,14584,1,見B開,竟,.
253,29,見開三B庚去,去,敬,14585,1,見B開,鏡,.
253,30,影開三B庚去,去,敬,14586,2,影B開,映,於敬反.二.
253,31,影開三B庚去,去,敬,14587,2,影B開,賏,頸飾.
253,33,羣開三B庚去,去,敬,14589,3,群B開,競,渠敬反.四.
253,34,羣開三B庚去,去,敬,14590,3,群B開,儆,儆愼.
253,35,羣開三B庚去,去,敬,14591,3,群B開,誩,爭言.
253,36,羣開三B庚去,去,敬,14592,3,群B開,倞,強.
253,38,曉開二庚去,去,敬,14594,4,曉2開,𧨫,瞋語.許孟反.一.
253,39,疑開二庚去,去,敬,14595,5,疑2開,鞕,牢.五孟反.一.
253,40,溪開三B庚去,去,敬,14596,6,溪B開,慶,綺映反.一.
253,41,見開二庚去,去,敬,14597,7,見2開,更,古孟反.又古衡反.一.
253,42,明三B庚去,去,敬,14598,8,明B,命,眉映反.一.
253,43,並三B庚去,去,敬,14599,9,並B,病,皮敬反.四.
253,44,並三B庚去,去,敬,14600,9,並B,評,平言.
253,45,並三B庚去,去,敬,14601,9,並B,𡊞,地平.
253,46,並三B庚去,去,敬,14602,9,並B,枰,獨坐板牀.一曰投博局.
253,48,明二庚去,去,敬,14604,10,明2,孟,長.莫鞕反.二.
253,49,明二庚去,去,敬,14605,10,明2,朚,朚倀失道皃.
253,51,匣合二庚去,去,敬,14607,11,匣2合,蝗,蟲名.戸孟反.又胡光反.三.
253,52,匣合二庚去,去,敬,14608,11,匣2合,横,非理來.
253,53,匣合二庚去,去,敬,14609,11,匣2合,㶇,小津.
253,54,幫三B庚去,去,敬,14610,12,幫B,柄,鄙病反.一.
254,1,云合三B庚去,去,敬,14615,13,云3合,詠,爲柄反.三.
254,2,云合三B庚去,去,敬,14616,13,云3合,泳,.
254,3,云合三B庚去,去,敬,14617,13,云3合,禜,祭名.又永兵反.
254,5,匣開二庚去,去,敬,14619,14,匣2開,行,胡孟反.又胡庚胡郎二反.二.
254,6,匣開二庚去,去,敬,14620,14,匣2開,絎,刺縫.
254,7,初開二庚去,去,敬,14621,15,初2開,㵾,冷.楚敬反.一.
254,8,知開二庚去,去,敬,14622,16,知2開,倀,朚倀.猪孟反.又丑良反.一.
254,22,莊開二耕去,去,諍,14636,1,莊2開,諍,側迸反.一.
254,23,幫二耕去,去,諍,14637,2,幫2,迸,散走.北諍反.一.
254,27,影開二耕去,去,諍,14641,,影2開,䙬,於諍反.一.
254,32,見開三A清去,去,勁,14646,1,見A開,勁,勁健.居盛反.一.
254,34,章開三清去,去,勁,14648,2,章3開,政,之盛反.三.
254,35,章開三清去,去,勁,14649,2,章3開,正,又止成反.
254,36,章開三清去,去,勁,14650,2,章3開,証,諫.
254,38,書開三清去,去,勁,14652,3,書3開,聖,聲正反.一.
254,39,澄開三清去,去,勁,14653,4,澄3開,鄭,直正反.一.
254,42,徹開三清去,去,勁,14656,5,徹3開,遉,羅𠋫.古作偵.丑鄭反.一.
254,45,心開三清去,去,勁,14659,6,心3開,性,息正反.二.
254,47,心開三清去,去,勁,14661,6,心3開,姓,.
254,49,來開三清去,去,勁,14663,7,來3開,令,力政反.又力盈反.一.
254,51,滂三A清去,去,勁,14665,8,滂A,𨉯,匹正反.一.
254,54,曉合三A清去,去,勁,14668,9,曉A合,夐,逺.虚政反.二.
254,55,曉合三A清去,去,勁,14669,9,曉A合,詗,自言長.
254,58,幫三A清去,去,勁,14672,10,幫A,摒,摒除.𤰞政反.二.
255,1,幫三A清去,去,勁,14673,10,幫A,併,兼.
255,2,並三A清去,去,勁,14674,11,並A,偋,隱僻.防政反.又蒲徑反.一.
255,3,清開三清去,去,勁,14675,12,清3開,倩,假.七政反.二.
255,4,清開三清去,去,勁,14676,12,清3開,凊,温凊.
255,5,從開三清去,去,勁,14677,13,從3開,淨,疾政反.三.
255,6,從開三清去,去,勁,14678,13,從3開,穽,陷穽.
255,7,從開三清去,去,勁,14679,13,從3開,䝼,賜.
255,12,常開三清去,去,勁,14684,14,常3開,盛,承政反.又恃征反.二.
255,13,常開三清去,去,勁,14685,14,常3開,墭,塸器.
255,16,明三A清去,去,勁,14688,15,明A,詺,詺目.武𨉯反.一.
255,21,見開四青去,去,徑,14693,1,見4開,徑,古定反.二.
255,22,見開四青去,去,徑,14694,1,見4開,經,經緯.又古靈反.
255,29,泥開四青去,去,徑,14701,2,泥4開,寗,邑名.乃定反.三.
255,30,泥開四青去,去,徑,14702,2,泥4開,佞,諂.一曰才.
255,31,泥開四青去,去,徑,14703,2,泥4開,濘,泥.
255,32,心開四青去,去,徑,14704,3,心4開,腥,豕息肉.息定反.二.
255,33,心開四青去,去,徑,14705,3,心4開,醒,酒醒.
255,34,匣開四青去,去,徑,14706,4,匣4開,脛,腳脛.戸定反.一.
255,35,定開四青去,去,徑,14707,5,定4開,定,特徑反.一.
255,37,端開四青去,去,徑,14709,6,端4開,矴,矴石.丁定反.三.
255,38,端開四青去,去,徑,14710,6,端4開,釘,又得庭反.
255,39,端開四青去,去,徑,14711,6,端4開,飣,貯食.
255,46,溪開四青去,去,徑,14718,7,溪4開,磬,磬石.苦定反.二.
255,47,溪開四青去,去,徑,14719,7,溪4開,罄,盡.
255,49,透開四青去,去,徑,14721,8,透4開,聽,他定反.一.
255,52,清開四青去,去,徑,14724,9,清4開,靘,靘䒌青黑色.千定反.一.
255,54,明四青去,去,徑,14726,10,明4,䒌,莫定反.二.
255,55,明四青去,去,徑,14727,10,明4,暝,夕.
255,57,影合四青去,去,徑,14729,11,影4合,鎣,鎣飾.烏定反.二.
255,58,影合四青去,去,徑,14730,11,影4合,瀅,小水.
256,4,云三C尤去,去,宥,14734,1,云3,宥,寛.尤救反.八.
256,5,云三C尤去,去,宥,14735,1,云3,又,.
256,6,云三C尤去,去,宥,14736,1,云3,佑,佐.
256,7,云三C尤去,去,宥,14737,1,云3,右,左右.又于久反.
256,8,云三C尤去,去,宥,14738,1,云3,䀁,抒水器.
256,10,云三C尤去,去,宥,14740,1,云3,酭,報.
256,11,云三C尤去,去,宥,14741,1,云3,𤴨,顫𤴨.
256,12,云三C尤去,去,宥,14742,1,云3,囿,園囿.又于目反.
256,18,見三C尤去,去,宥,14748,2,見3,救,久祐反.三.
256,19,見三C尤去,去,宥,14749,2,見3,灸,又居有反.
256,20,見三C尤去,去,宥,14750,2,見3,𢋁,馬舍.
256,28,澄三尤去,去,宥,14758,3,澄3,胄,胤.直祐反.七.
256,29,澄三尤去,去,宥,14759,3,澄3,宙,宇宙.
256,30,澄三尤去,去,宥,14760,3,澄3,酎,酎酒.
256,31,澄三尤去,去,宥,14761,3,澄3,繇,卦兆辝.
256,32,澄三尤去,去,宥,14762,3,澄3,籀,史籀造篆書.
256,33,澄三尤去,去,宥,14763,3,澄3,伷,系.
256,35,澄三尤去,去,宥,14765,3,澄3,冑,兜鍪.
256,41,知三尤去,去,宥,14771,4,知3,晝,陟救反.二.
256,42,知三尤去,去,宥,14772,4,知3,咮,鳥口.
256,44,書三尤去,去,宥,14774,5,書3,狩,舒救反.二.
256,45,書三尤去,去,宥,14775,5,書3,獸,.
256,49,昌三尤去,去,宥,14779,6,昌3,臭,臭氣.尺救反.一.
256,50,邪三尤去,去,宥,14780,7,邪3,岫,山穴.似祐反.三.
256,51,邪三尤去,去,宥,14781,7,邪3,袖,衣袂.亦作褎.
256,52,邪三尤去,去,宥,14782,7,邪3,牰,牛黑眥.
256,53,曉三C尤去,去,宥,14783,8,曉3,齅,以鼻取氣.許救反.二.
256,54,曉三C尤去,去,宥,14784,8,曉3,嘼,嘼㹌.俗作畜.
256,56,章三尤去,去,宥,14786,9,章3,呪,呪咀.職救反.一.
257,2,羣三C尤去,去,宥,14790,10,群3,舊,久.巨救反.二.
257,3,羣三C尤去,去,宥,14791,10,群3,柩,屍柩.
257,4,生三尤去,去,宥,14792,11,生3,𤸃,所祐反.三.
257,6,生三尤去,去,宥,14794,11,生3,漱,含水.
257,7,生三尤去,去,宥,14795,11,生3,鏉,鐵鉎.
257,8,莊三尤去,去,宥,14796,12,莊3,皺,面皺.側救反.四.
257,9,莊三尤去,去,宥,14797,12,莊3,㾭,縮小.
257,10,莊三尤去,去,宥,14798,12,莊3,甃,井甃.
257,11,莊三尤去,去,宥,14799,12,莊3,縐,.
257,12,滂三C尤去,去,宥,14800,13,敷3,副,敷救反.三.
257,13,滂三C尤去,去,宥,14801,13,敷3,𩯅,假髻.又匹力反.
257,14,滂三C尤去,去,宥,14802,13,敷3,覆,蓋.又敷福反.
257,18,初三尤去,去,宥,14806,14,初3,簉,倅.一曰齊.初救反.一.
257,20,幫三C尤去,去,宥,14808,15,非3,富,府副反.三.
257,21,幫三C尤去,去,宥,14809,15,非3,輻,輻輳競聚.
257,22,幫三C尤去,去,宥,14810,15,非3,鍑,釜而大口.一曰小釜.
257,24,徹三尤去,去,宥,14812,16,徹3,畜,丑救反.又許救許六二反.一.
257,26,來三尤去,去,宥,14814,17,來3,溜,水溜.力救反.六.
257,27,來三尤去,去,宥,14815,17,來3,廖,人姓漢有廖湛.
257,28,來三尤去,去,宥,14816,17,來3,霤,中霤.
257,29,來三尤去,去,宥,14817,17,來3,嬼,美好.
257,30,來三尤去,去,宥,14818,17,來3,鷚,雞子.一曰鳥名.
257,31,來三尤去,去,宥,14819,17,來3,餾,餾飯.
257,42,心三尤去,去,宥,14830,18,心3,秀,息救反.四.
257,43,心三尤去,去,宥,14831,18,心3,繡,五色備.
257,44,心三尤去,去,宥,14832,18,心3,蜏,蟲名.
257,45,心三尤去,去,宥,14833,18,心3,琇,玉名.
257,47,崇三尤去,去,宥,14835,19,崇3,驟,鋤祐反.一.
257,48,精三尤去,去,宥,14836,20,精3,僦,賃.即就反.一.
257,51,從三尤去,去,宥,14839,21,從3,就,疾僦反.二.
257,52,從三尤去,去,宥,14840,21,從3,鷲,鳥名黑色多子.
257,53,孃三尤去,去,宥,14841,22,娘3,糅,雜.女救反.三.
257,54,孃三尤去,去,宥,14842,22,娘3,𩚖,雜飯.
257,55,孃三尤去,去,宥,14843,22,娘3,腬,嘉膳.
257,56,並三C尤去,去,宥,14844,23,奉3,復,扶富反.又扶福反.二.
257,57,並三C尤去,去,宥,14845,23,奉3,𤸑,再病.
258,4,以三尤去,去,宥,14850,24,羊3,狖,獸名似猨.◇救反.四.
258,5,以三尤去,去,宥,14851,24,羊3,鼬,蟲名似鼠.
258,6,以三尤去,去,宥,14852,24,羊3,槱,積薪燒之.
258,7,以三尤去,去,宥,14853,24,羊3,柚,橘柚.又直目反.
258,14,常三尤去,去,宥,14860,25,常3,授,承秀反.三.
258,15,常三尤去,去,宥,14861,25,常3,㖟,口㖟.
258,16,常三尤去,去,宥,14862,25,常3,售,賣去.
258,19,日三尤去,去,宥,14865,26,日3,輮,車輞.人又反.一.
258,24,匣一侯去,去,候,14870,1,匣1,𠋫,伺𠋫.胡遘反.六.
258,25,匣一侯去,去,候,14871,1,匣1,鮜,魚名.
